VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w
98, 21591, -4.56683, -63.19708,  29.39461, -0.99213, -0.00787, -0.13386,  1.00, -0.98425,  0.06299, -0.15748, -1.00,  0.1578,  0.68891,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.52157,  0.47843,  0.00,  0.00
99, 21591, -4.56683, -63.19708,  29.39461, -0.99213, -0.00787, -0.13386,  1.00, -0.98425,  0.06299, -0.15748, -1.00,  0.1578,  0.68891,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.52157,  0.47843,  0.00,  0.00
100, 21593, -4.53391, -65.39228,  29.49335, -0.99213, -0.00787, -0.11811,  1.00, -0.99213,  0.01575, -0.13386, -1.00,  0.15567,  0.68891,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.50588,  0.49412,  0.00,  0.00
101, 21592, -4.27164, -64.24753,  27.24588, -0.99213,  0.00, -0.12598,  1.00, -0.99213,  0.0315, -0.14173, -1.00,  0.15358,  0.69591,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.5098,  0.4902,  0.00,  0.00
102, 21592, -4.27164, -64.24753,  27.24588, -0.99213,  0.00, -0.12598,  1.00, -0.99213,  0.0315, -0.14173, -1.00,  0.15358,  0.69591,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.5098,  0.4902,  0.00,  0.00
103, 21593, -4.53391, -65.39228,  29.49335, -0.99213, -0.00787, -0.11811,  1.00, -0.99213,  0.01575, -0.13386, -1.00,  0.15567,  0.68891,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.50588,  0.49412,  0.00,  0.00
104, 21594, -4.27179, -77.53175,  27.88169, -0.99213, -0.00787, -0.11811,  1.00, -0.99213,  0.00, -0.12598, -1.00,  0.1435,  0.69591,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  0.57647,  0.42353,  0.00,  0.00
105, 21594, -4.27179, -77.53175,  27.88169, -0.99213, -0.00787, -0.11811,  1.00, -0.99213,  0.00, -0.12598, -1.00,  0.1435,  0.69591,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  0.57647,  0.42353,  0.00,  0.00
106, 21593, -4.53391, -65.39228,  29.49335, -0.99213, -0.00787, -0.11811,  1.00, -0.99213,  0.01575, -0.13386, -1.00,  0.15567,  0.68891,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.50588,  0.49412,  0.00,  0.00
107, 21595, -4.53351, -77.53175,  30.0074, -0.99213, -0.00787, -0.12598,  1.00, -0.99213, -0.00787, -0.11024,  1.00,  0.14391,  0.68891,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  0.57647,  0.42353,  0.00,  0.00
108, 21595, -4.53351, -77.53175,  30.0074, -0.99213, -0.00787, -0.12598,  1.00, -0.99213, -0.00787, -0.11024,  1.00,  0.14391,  0.68891,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  0.57647,  0.42353,  0.00,  0.00
109, 21596, -4.53363, -87.16772,  30.47968, -0.99213, -0.00787, -0.11811,  1.00, -1.00,  0.00, -0.07874, -1.00,  0.13133,  0.68891,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  0.63922,  0.36078,  0.00,  0.00
110, 21594, -4.27179, -77.53175,  27.88169, -0.99213, -0.00787, -0.11811,  1.00, -0.99213,  0.00, -0.12598, -1.00,  0.1435,  0.69591,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  0.57647,  0.42353,  0.00,  0.00
111, 21597, -4.27194, -90.06768,  28.498, -0.99213, -0.00787, -0.12598,  1.00, -0.99213,  0.00, -0.09449, -1.00,  0.12687,  0.69591,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  0.65882,  0.34118,  0.00,  0.00
112, 21594, -4.27179, -77.53175,  27.88169, -0.99213, -0.00787, -0.11811,  1.00, -0.99213,  0.00, -0.12598, -1.00,  0.1435,  0.69591,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  0.57647,  0.42353,  0.00,  0.00
113, 21596, -4.53363, -87.16772,  30.47968, -0.99213, -0.00787, -0.11811,  1.00, -1.00,  0.00, -0.07874, -1.00,  0.13133,  0.68891,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  0.63922,  0.36078,  0.00,  0.00
114, 21596, -4.53363, -87.16772,  30.47968, -0.99213, -0.00787, -0.11811,  1.00, -1.00,  0.00, -0.07874, -1.00,  0.13133,  0.68891,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  0.63922,  0.36078,  0.00,  0.00
115, 21598, -4.53366, -90.06588,  30.62549, -1.00,  0.00, -0.06299,  1.00, -1.00,  0.00, -0.05512, -1.00,  0.12687,  0.68891,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  0.65882,  0.34118,  0.00,  0.00
116, 21597, -4.27194, -90.06768,  28.498, -0.99213, -0.00787, -0.12598,  1.00, -0.99213,  0.00, -0.09449, -1.00,  0.12687,  0.69591,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  0.65882,  0.34118,  0.00,  0.00
117, 21596, -4.53363, -87.16772,  30.47968, -0.99213, -0.00787, -0.11811,  1.00, -1.00,  0.00, -0.07874, -1.00,  0.13133,  0.68891,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  0.63922,  0.36078,  0.00,  0.00
118, 21599, -4.53363, -88.25574,  32.17418, -1.00,  0.00,  0.00,  1.00, -1.00,  0.00, -0.03937, -1.00,  0.13133,  0.68598,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  0.64706,  0.35294,  0.00,  0.00
119, 21598, -4.53366, -90.06588,  30.62549, -1.00,  0.00, -0.06299,  1.00, -1.00,  0.00, -0.05512, -1.00,  0.12687,  0.68891,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  0.65882,  0.34118,  0.00,  0.00
120, 21600, -4.5337, -91.61118,  32.35582, -1.00,  0.00,  0.00,  1.00, -1.00,  0.00, -0.0315,  1.00,  0.12254,  0.68598,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  0.66667,  0.33333,  0.00,  0.00
121, 21598, -4.53366, -90.06588,  30.62549, -1.00,  0.00, -0.06299,  1.00, -1.00,  0.00, -0.05512, -1.00,  0.12687,  0.68891,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  0.65882,  0.34118,  0.00,  0.00
122, 21599, -4.53363, -88.25574,  32.17418, -1.00,  0.00,  0.00,  1.00, -1.00,  0.00, -0.03937, -1.00,  0.13133,  0.68598,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  0.64706,  0.35294,  0.00,  0.00
123, 21601, -4.5337, -92.96403,  30.77129, -0.99213, -0.00787, -0.11811,  1.00, -1.00, -0.00787, -0.07874,  1.00,  0.12254,  0.68891,  1.00,  1.00,  1.00,  0.00, 1, 0, 2, 0,  0.66667,  0.32157,  0.01176,  0.00
124, 21598, -4.53366, -90.06588,  30.62549, -1.00,  0.00, -0.06299,  1.00, -1.00,  0.00, -0.05512, -1.00,  0.12687,  0.68891,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  0.65882,  0.34118,  0.00,  0.00
125, 21600, -4.5337, -91.61118,  32.35582, -1.00,  0.00,  0.00,  1.00, -1.00,  0.00, -0.0315,  1.00,  0.12254,  0.68598,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  0.66667,  0.33333,  0.00,  0.00
126, 21601, -4.5337, -92.96403,  30.77129, -0.99213, -0.00787, -0.11811,  1.00, -1.00, -0.00787, -0.07874,  1.00,  0.12254,  0.68891,  1.00,  1.00,  1.00,  0.00, 1, 0, 2, 0,  0.66667,  0.32157,  0.01176,  0.00
127, 21597, -4.27194, -90.06768,  28.498, -0.99213, -0.00787, -0.12598,  1.00, -0.99213,  0.00, -0.09449, -1.00,  0.12687,  0.69591,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  0.65882,  0.34118,  0.00,  0.00
128, 21598, -4.53366, -90.06588,  30.62549, -1.00,  0.00, -0.06299,  1.00, -1.00,  0.00, -0.05512, -1.00,  0.12687,  0.68891,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  0.65882,  0.34118,  0.00,  0.00
129, 21597, -4.27194, -90.06768,  28.498, -0.99213, -0.00787, -0.12598,  1.00, -0.99213,  0.00, -0.09449, -1.00,  0.12687,  0.69591,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  0.65882,  0.34118,  0.00,  0.00
130, 21601, -4.5337, -92.96403,  30.77129, -0.99213, -0.00787, -0.11811,  1.00, -1.00, -0.00787, -0.07874,  1.00,  0.12254,  0.68891,  1.00,  1.00,  1.00,  0.00, 1, 0, 2, 0,  0.66667,  0.32157,  0.01176,  0.00
131, 21602, -4.27209, -104.33156,  29.20644, -0.99213, -0.00787, -0.12598,  1.00, -0.99213, -0.00787, -0.11811,  1.00,  0.11248,  0.69591,  1.00,  1.00,  1.00,  0.00, 1, 0, 2, 0,  0.71373,  0.23922,  0.04706,  0.00
132, 21602, -4.27209, -104.33156,  29.20644, -0.99213, -0.00787, -0.12598,  1.00, -0.99213, -0.00787, -0.11811,  1.00,  0.11248,  0.69591,  1.00,  1.00,  1.00,  0.00, 1, 0, 2, 0,  0.71373,  0.23922,  0.04706,  0.00
133, 21601, -4.5337, -92.96403,  30.77129, -0.99213, -0.00787, -0.11811,  1.00, -1.00, -0.00787, -0.07874,  1.00,  0.12254,  0.68891,  1.00,  1.00,  1.00,  0.00, 1, 0, 2, 0,  0.66667,  0.32157,  0.01176,  0.00
134, 21603, -4.53381, -104.33156,  31.33214, -0.99213, -0.00787, -0.12598,  1.00, -0.99213, -0.01575, -0.11811,  1.00,  0.11198,  0.68891,  1.00,  1.00,  1.00,  0.00, 1, 0, 2, 0,  0.71373,  0.23922,  0.04706,  0.00
135, 21603, -4.53381, -104.33156,  31.33214, -0.99213, -0.00787, -0.12598,  1.00, -0.99213, -0.01575, -0.11811,  1.00,  0.11198,  0.68891,  1.00,  1.00,  1.00,  0.00, 1, 0, 2, 0,  0.71373,  0.23922,  0.04706,  0.00
136, 21604, -4.53396, -113.93337,  31.79943, -0.99213, -0.00787, -0.12598,  1.00, -0.99213, -0.03937, -0.14173,  1.00,  0.09925,  0.68891,  1.00,  1.00,  1.00,  0.00, 1, 0, 2, 0,  0.72549,  0.16863,  0.10588,  0.00
137, 21602, -4.27209, -104.33156,  29.20644, -0.99213, -0.00787, -0.12598,  1.00, -0.99213, -0.00787, -0.11811,  1.00,  0.11248,  0.69591,  1.00,  1.00,  1.00,  0.00, 1, 0, 2, 0,  0.71373,  0.23922,  0.04706,  0.00
138, 21602, -4.27209, -104.33156,  29.20644, -0.99213, -0.00787, -0.12598,  1.00, -0.99213, -0.00787, -0.11811,  1.00,  0.11248,  0.69591,  1.00,  1.00,  1.00,  0.00, 1, 0, 2, 0,  0.71373,  0.23922,  0.04706,  0.00
139, 21604, -4.53396, -113.93337,  31.79943, -0.99213, -0.00787, -0.12598,  1.00, -0.99213, -0.03937, -0.14173,  1.00,  0.09925,  0.68891,  1.00,  1.00,  1.00,  0.00, 1, 0, 2, 0,  0.72549,  0.16863,  0.10588,  0.00
140, 21605, -4.27224, -113.93337,  29.69615, -0.99213, -0.00787, -0.12598,  1.00, -0.99213, -0.04724, -0.14173,  1.00,  0.10048,  0.69591,  1.00,  1.00,  1.00,  0.00, 1, 0, 2, 0,  0.72157,  0.16863,  0.1098,  0.00
141, 21605, -4.27224, -113.93337,  29.69615, -0.99213, -0.00787, -0.12598,  1.00, -0.99213, -0.04724, -0.14173,  1.00,  0.10048,  0.69591,  1.00,  1.00,  1.00,  0.00, 1, 0, 2, 0,  0.72157,  0.16863,  0.1098,  0.00
142, 21604, -4.53396, -113.93337,  31.79943, -0.99213, -0.00787, -0.12598,  1.00, -0.99213, -0.03937, -0.14173,  1.00,  0.09925,  0.68891,  1.00,  1.00,  1.00,  0.00, 1, 0, 2, 0,  0.72549,  0.16863,  0.10588,  0.00
143, 21606, -4.27228, -116.43002,  29.82348, -0.98425, -0.07087, -0.14961,  1.00, -0.97638, -0.12598, -0.18898,  1.00,  0.09737,  0.69591,  1.00,  1.00,  1.00,  0.00, 1, 0, 2, 0,  0.72549,  0.14902,  0.12549,  0.00
144, 21606, -4.27228, -116.43002,  29.82348, -0.98425, -0.07087, -0.14961,  1.00, -0.97638, -0.12598, -0.18898,  1.00,  0.09737,  0.69591,  1.00,  1.00,  1.00,  0.00, 1, 0, 2, 0,  0.72549,  0.14902,  0.12549,  0.00
145, 21604, -4.53396, -113.93337,  31.79943, -0.99213, -0.00787, -0.12598,  1.00, -0.99213, -0.03937, -0.14173,  1.00,  0.09925,  0.68891,  1.00,  1.00,  1.00,  0.00, 1, 0, 2, 0,  0.72549,  0.16863,  0.10588,  0.00
146, 21607, -4.53362, -117.2563,  31.9657, -0.99213, -0.01575, -0.12598,  1.00, -0.97638, -0.09449, -0.18898,  1.00,  0.09433,  0.68891,  1.00,  1.00,  1.00,  0.00, 1, 0, 2, 0,  0.72549,  0.1451,  0.12941,  0.00
147, 21606, -4.27228, -116.43002,  29.82348, -0.98425, -0.07087, -0.14961,  1.00, -0.97638, -0.12598, -0.18898,  1.00,  0.09737,  0.69591,  1.00,  1.00,  1.00,  0.00, 1, 0, 2, 0,  0.72549,  0.14902,  0.12549,  0.00
148, 21607, -4.53362, -117.2563,  31.9657, -0.99213, -0.01575, -0.12598,  1.00, -0.97638, -0.09449, -0.18898,  1.00,  0.09433,  0.68891,  1.00,  1.00,  1.00,  0.00, 1, 0, 2, 0,  0.72549,  0.1451,  0.12941,  0.00
149, 21608, -3.99519, -116.8134,  29.3996, -0.96063, -0.16535, -0.22835,  1.00, -0.9685, -0.11024, -0.20472, -1.00,  0.09564,  0.69591,  1.00,  1.00,  1.00,  0.00, 1, 0, 2, 0,  0.72941,  0.1451,  0.12549,  0.00
150, 21608, -3.99519, -116.8134,  29.3996, -0.96063, -0.16535, -0.22835,  1.00, -0.9685, -0.11024, -0.20472, -1.00,  0.09564,  0.69591,  1.00,  1.00,  1.00,  0.00, 1, 0, 2, 0,  0.72941,  0.1451,  0.12549,  0.00
151, 21607, -4.53362, -117.2563,  31.9657, -0.99213, -0.01575, -0.12598,  1.00, -0.97638, -0.09449, -0.18898,  1.00,  0.09433,  0.68891,  1.00,  1.00,  1.00,  0.00, 1, 0, 2, 0,  0.72549,  0.1451,  0.12941,  0.00
152, 21609, -3.99519, -117.21555,  29.3996, -0.97638,  0.00, -0.20472,  1.00, -0.97638, -0.07874, -0.20472,  1.00,  0.09433,  0.69591,  1.00,  1.00,  1.00,  0.00, 1, 0, 2, 0,  0.72549,  0.1451,  0.12941,  0.00
153, 21610,  1.11163,  21.93696,  7.06713,  0.03937,  0.91339, -0.40157,  1.00,  0.00787,  0.90551, -0.4252,  1.00,  0.14666,  0.70331,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
154, 21611,  0.00,  22.02861,  7.17614,  0.00,  0.91339, -0.40945,  1.00,  0.00787,  0.90551, -0.4252, -1.00,  0.1545,  0.70331,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
155, 21612,  1.11163,  21.01121,  4.94157,  0.02362,  0.88976, -0.45669,  1.00,  0.20472,  0.87402, -0.43307, -1.00,  0.14666,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
156, 21613,  0.00,  20.33455,  3.57338,  0.00,  0.88976, -0.45669,  1.00,  0.0315,  0.89764, -0.44882, -1.00,  0.1545,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
157, 21612,  1.11163,  21.01121,  4.94157,  0.02362,  0.88976, -0.45669,  1.00,  0.20472,  0.87402, -0.43307, -1.00,  0.14666,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
158, 21611,  0.00,  22.02861,  7.17614,  0.00,  0.91339, -0.40945,  1.00,  0.00787,  0.90551, -0.4252, -1.00,  0.1545,  0.70331,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
159, 21612,  1.11163,  21.01121,  4.94157,  0.02362,  0.88976, -0.45669,  1.00,  0.20472,  0.87402, -0.43307, -1.00,  0.14666,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
160, 21613,  0.00,  20.33455,  3.57338,  0.00,  0.88976, -0.45669,  1.00,  0.0315,  0.89764, -0.44882, -1.00,  0.1545,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
161, 21614,  4.54824,  20.74726,  4.94157,  0.64567,  0.67717, -0.35433,  1.00,  0.7874,  0.55906, -0.26772, -1.00,  0.13597,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
162, 21615,  4.54824,  20.08383,  3.65784,  0.5748,  0.72441, -0.37795,  1.00,  0.7874,  0.55906, -0.26772, -1.00,  0.13643,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
163, 21614,  4.54824,  20.74726,  4.94157,  0.64567,  0.67717, -0.35433,  1.00,  0.7874,  0.55906, -0.26772, -1.00,  0.13597,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
164, 21613,  0.00,  20.33455,  3.57338,  0.00,  0.88976, -0.45669,  1.00,  0.0315,  0.89764, -0.44882, -1.00,  0.1545,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
165, 21614,  4.54824,  20.74726,  4.94157,  0.64567,  0.67717, -0.35433,  1.00,  0.7874,  0.55906, -0.26772, -1.00,  0.13597,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
166, 21615,  4.54824,  20.08383,  3.65784,  0.5748,  0.72441, -0.37795,  1.00,  0.7874,  0.55906, -0.26772, -1.00,  0.13643,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
167, 21616,  4.54824,  17.99962,  6.74822,  0.93701, -0.29921,  0.19685,  1.00,  0.98425, -0.11811,  0.10236,  1.00,  0.12355,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
168, 21616,  4.54824,  17.99962,  6.74822,  0.93701, -0.29921,  0.19685,  1.00,  0.98425, -0.11811,  0.10236,  1.00,  0.12355,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
169, 21615,  4.54824,  20.08383,  3.65784,  0.5748,  0.72441, -0.37795,  1.00,  0.7874,  0.55906, -0.26772, -1.00,  0.13643,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
170, 21617,  4.54824,  17.27731,  5.66721,  0.93701, -0.29921,  0.19685,  1.00,  1.00, -0.03937,  0.06299,  1.00,  0.12345,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
171, 21617,  4.54824,  17.27731,  5.66721,  0.93701, -0.29921,  0.19685,  1.00,  1.00, -0.03937,  0.06299,  1.00,  0.12345,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
172, 21618,  2.88609,  16.57525,  6.13626,  0.62992, -0.64567,  0.43307,  1.00,  1.00, -0.06299,  0.04724,  1.00,  0.11652,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
173, 21616,  4.54824,  17.99962,  6.74822,  0.93701, -0.29921,  0.19685,  1.00,  0.98425, -0.11811,  0.10236,  1.00,  0.12355,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
174, 21619,  2.88609,  17.29757,  7.21729,  0.64567, -0.62992,  0.4252,  1.00,  0.98425, -0.13386,  0.09449,  1.00,  0.11652,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
175, 21616,  4.54824,  17.99962,  6.74822,  0.93701, -0.29921,  0.19685,  1.00,  0.98425, -0.11811,  0.10236,  1.00,  0.12355,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
176, 21618,  2.88609,  16.57525,  6.13626,  0.62992, -0.64567,  0.43307,  1.00,  1.00, -0.06299,  0.04724,  1.00,  0.11652,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
177, 21618,  2.88609,  16.57525,  6.13626,  0.62992, -0.64567,  0.43307,  1.00,  1.00, -0.06299,  0.04724,  1.00,  0.11652,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
178, 21620,  2.88609,  16.81473,  7.2386,  1.00,  0.00,  0.00,  1.00,  1.00, -0.06299,  0.03937, -1.00,  0.11203,  0.71585,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
179, 21619,  2.88609,  17.29757,  7.21729,  0.64567, -0.62992,  0.4252,  1.00,  0.98425, -0.13386,  0.09449,  1.00,  0.11652,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
180, 21618,  2.88609,  16.57525,  6.13626,  0.62992, -0.64567,  0.43307,  1.00,  1.00, -0.06299,  0.04724,  1.00,  0.11652,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
181, 21621,  2.88609,  16.37045,  6.57368,  1.00,  0.00,  0.00,  1.00,  1.00, -0.05512,  0.03937, -1.00,  0.11203,  0.71759,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
182, 21620,  2.88609,  16.81473,  7.2386,  1.00,  0.00,  0.00,  1.00,  1.00, -0.06299,  0.03937, -1.00,  0.11203,  0.71585,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
183, 21619,  2.88609,  17.29757,  7.21729,  0.64567, -0.62992,  0.4252,  1.00,  0.98425, -0.13386,  0.09449,  1.00,  0.11652,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
184, 21620,  2.88609,  16.81473,  7.2386,  1.00,  0.00,  0.00,  1.00,  1.00, -0.06299,  0.03937, -1.00,  0.11203,  0.71585,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
185, 21622,  2.88609,  16.97074,  8.02292,  1.00,  0.00,  0.00,  1.00,  1.00, -0.03937,  0.02362, -1.00,  0.11203,  0.71424,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
186, 21623,  2.88609,  15.70553,  6.1294,  1.00,  0.00,  0.00,  1.00,  1.00, -0.02362,  0.01575, -1.00,  0.11203,  0.71918,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
187, 21621,  2.88609,  16.37045,  6.57368,  1.00,  0.00,  0.00,  1.00,  1.00, -0.05512,  0.03937, -1.00,  0.11203,  0.71759,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
188, 21618,  2.88609,  16.57525,  6.13626,  0.62992, -0.64567,  0.43307,  1.00,  1.00, -0.06299,  0.04724,  1.00,  0.11652,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
189, 21622,  2.88609,  16.97074,  8.02292,  1.00,  0.00,  0.00,  1.00,  1.00, -0.03937,  0.02362, -1.00,  0.11203,  0.71424,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
190, 21624,  2.88609,  17.39362,  8.02557,  1.00,  0.00,  0.00,  1.00,  1.00, -0.0315,  0.02362, -1.00,  0.11652,  0.71237,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
191, 21619,  2.88609,  17.29757,  7.21729,  0.64567, -0.62992,  0.4252,  1.00,  0.98425, -0.13386,  0.09449,  1.00,  0.11652,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
192, 21618,  2.88609,  16.57525,  6.13626,  0.62992, -0.64567,  0.43307,  1.00,  1.00, -0.06299,  0.04724,  1.00,  0.11652,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
193, 21625,  2.88609,  15.86724,  5.74118,  1.00,  0.00,  0.00,  1.00,  1.00, -0.02362,  0.01575, -1.00,  0.11652,  0.72273,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
194, 21623,  2.88609,  15.70553,  6.1294,  1.00,  0.00,  0.00,  1.00,  1.00, -0.02362,  0.01575, -1.00,  0.11203,  0.71918,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
195, 21624,  2.88609,  17.39362,  8.02557,  1.00,  0.00,  0.00,  1.00,  1.00, -0.0315,  0.02362, -1.00,  0.11652,  0.71237,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
196, 21622,  2.88609,  16.97074,  8.02292,  1.00,  0.00,  0.00,  1.00,  1.00, -0.03937,  0.02362, -1.00,  0.11203,  0.71424,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
197, 21626,  2.88609,  17.2054,  8.97179,  1.00,  0.00,  0.00,  1.00,  1.00,  0.00,  0.00, -1.00,  0.11652,  0.7077,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
198, 21623,  2.88609,  15.70553,  6.1294,  1.00,  0.00,  0.00,  1.00,  1.00, -0.02362,  0.01575, -1.00,  0.11203,  0.71918,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
199, 21625,  2.88609,  15.86724,  5.74118,  1.00,  0.00,  0.00,  1.00,  1.00, -0.02362,  0.01575, -1.00,  0.11652,  0.72273,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
