VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE6.x, ATTRIBUTE6.y, ATTRIBUTE7.x, ATTRIBUTE7.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE14.x, ATTRIBUTE14.y, ATTRIBUTE14.z, ATTRIBUTE14.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w, ATTRIBUTE15.x, ATTRIBUTE15.y, ATTRIBUTE15.z, ATTRIBUTE15.w
316, 25129, -22.80064, -2.18079,  129.10597, -0.98425,  0.00787,  0.19685,  1.00, -0.98425,  0.00787,  0.18898,  1.00,  0.74029,  0.93839,  1.00,  1.00,  0.74065,  0.93839,  1.00,  1.00,  1.00,  0.49804, 7, 5, 6, 0, 0, 0, 0, 0,  0.50588,  0.48627,  0.00784,  0.00,  0.00,  0.00,  0.00,  0.00
317, 25130, -22.97305, -2.17401,  128.25764, -0.97638,  0.00787, -0.2126,  1.00, -0.81102,  0.00787, -0.58268,  1.00,  0.74029,  0.95255,  1.00,  1.00,  0.74065,  0.95255,  1.00,  1.00,  1.00,  0.49804, 7, 5, 6, 0, 0, 0, 0, 0,  0.50588,  0.48627,  0.00784,  0.00,  0.00,  0.00,  0.00,  0.00
318, 25130, -22.97305, -2.17401,  128.25764, -0.97638,  0.00787, -0.2126,  1.00, -0.81102,  0.00787, -0.58268,  1.00,  0.74029,  0.95255,  1.00,  1.00,  0.74065,  0.95255,  1.00,  1.00,  1.00,  0.49804, 7, 5, 6, 0, 0, 0, 0, 0,  0.50588,  0.48627,  0.00784,  0.00,  0.00,  0.00,  0.00,  0.00
319, 25129, -22.80064, -2.18079,  129.10597, -0.98425,  0.00787,  0.19685,  1.00, -0.98425,  0.00787,  0.18898,  1.00,  0.74029,  0.93839,  1.00,  1.00,  0.74065,  0.93839,  1.00,  1.00,  1.00,  0.49804, 7, 5, 6, 0, 0, 0, 0, 0,  0.50588,  0.48627,  0.00784,  0.00,  0.00,  0.00,  0.00,  0.00
320, 25131, -22.64173, -3.6312,  128.27242, -0.93701, -0.28346, -0.20472,  1.00, -0.88189, -0.28346, -0.37008,  1.00,  0.72038,  0.95255,  1.00,  1.00,  0.76056,  0.95255,  1.00,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.50196,  0.40,  0.09804,  0.00,  0.00,  0.00,  0.00,  0.00
321, 25132, -22.47474, -3.63629,  129.1377, -0.94488, -0.28346,  0.1811,  1.00, -0.93701, -0.31496,  0.17323,  1.00,  0.72038,  0.93818,  1.00,  1.00,  0.76056,  0.93818,  1.00,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.50196,  0.40,  0.09804,  0.00,  0.00,  0.00,  0.00,  0.00
322, 25131, -22.64173, -3.6312,  128.27242, -0.93701, -0.28346, -0.20472,  1.00, -0.88189, -0.28346, -0.37008,  1.00,  0.72038,  0.95255,  1.00,  1.00,  0.76056,  0.95255,  1.00,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.50196,  0.40,  0.09804,  0.00,  0.00,  0.00,  0.00,  0.00
323, 25129, -22.80064, -2.18079,  129.10597, -0.98425,  0.00787,  0.19685,  1.00, -0.98425,  0.00787,  0.18898,  1.00,  0.74029,  0.93839,  1.00,  1.00,  0.74065,  0.93839,  1.00,  1.00,  1.00,  0.49804, 7, 5, 6, 0, 0, 0, 0, 0,  0.50588,  0.48627,  0.00784,  0.00,  0.00,  0.00,  0.00,  0.00
324, 25131, -22.64173, -3.6312,  128.27242, -0.93701, -0.28346, -0.20472,  1.00, -0.88189, -0.28346, -0.37008,  1.00,  0.72038,  0.95255,  1.00,  1.00,  0.76056,  0.95255,  1.00,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.50196,  0.40,  0.09804,  0.00,  0.00,  0.00,  0.00,  0.00
325, 25132, -22.47474, -3.63629,  129.1377, -0.94488, -0.28346,  0.1811,  1.00, -0.93701, -0.31496,  0.17323,  1.00,  0.72038,  0.93818,  1.00,  1.00,  0.76056,  0.93818,  1.00,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.50196,  0.40,  0.09804,  0.00,  0.00,  0.00,  0.00,  0.00
326, 25133, -22.2216, -4.6347,  128.27742, -0.88976, -0.3937, -0.22047,  1.00, -0.86614, -0.38583, -0.31496,  1.00,  0.70803,  0.95255,  1.00,  1.00,  0.7729,  0.95255,  1.00,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.55686,  0.24706,  0.19608,  0.00,  0.00,  0.00,  0.00,  0.00
327, 25134, -22.06355, -4.62664,  129.15363, -0.90551, -0.38583,  0.16535,  1.00, -0.90551, -0.38583,  0.16535, -1.00,  0.70803,  0.93815,  1.00,  1.00,  0.7729,  0.93815,  1.00,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.55294,  0.24706,  0.20,  0.00,  0.00,  0.00,  0.00,  0.00
328, 25133, -22.2216, -4.6347,  128.27742, -0.88976, -0.3937, -0.22047,  1.00, -0.86614, -0.38583, -0.31496,  1.00,  0.70803,  0.95255,  1.00,  1.00,  0.7729,  0.95255,  1.00,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.55686,  0.24706,  0.19608,  0.00,  0.00,  0.00,  0.00,  0.00
329, 25132, -22.47474, -3.63629,  129.1377, -0.94488, -0.28346,  0.1811,  1.00, -0.93701, -0.31496,  0.17323,  1.00,  0.72038,  0.93818,  1.00,  1.00,  0.76056,  0.93818,  1.00,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.50196,  0.40,  0.09804,  0.00,  0.00,  0.00,  0.00,  0.00
330, 25134, -22.06355, -4.62664,  129.15363, -0.90551, -0.38583,  0.16535,  1.00, -0.90551, -0.38583,  0.16535, -1.00,  0.70803,  0.93815,  1.00,  1.00,  0.7729,  0.93815,  1.00,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.55294,  0.24706,  0.20,  0.00,  0.00,  0.00,  0.00,  0.00
331, 25135, -21.61731, -5.61698,  129.16931, -0.93701, -0.29921,  0.17323,  1.00, -0.89764, -0.40157,  0.16535,  1.00,  0.69706,  0.93813,  1.00,  1.00,  0.78388,  0.93813,  1.00,  1.00,  1.00,  0.49804, 5, 6, 0, 0, 0, 0, 0, 0,  0.63137,  0.36863,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
332, 25133, -22.2216, -4.6347,  128.27742, -0.88976, -0.3937, -0.22047,  1.00, -0.86614, -0.38583, -0.31496,  1.00,  0.70803,  0.95255,  1.00,  1.00,  0.7729,  0.95255,  1.00,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.55686,  0.24706,  0.19608,  0.00,  0.00,  0.00,  0.00,  0.00
333, 25136, -21.76641, -5.63821,  128.2822, -0.89764, -0.33071, -0.28346,  1.00, -0.82677, -0.37795, -0.4252,  1.00,  0.69761,  0.95255,  1.00,  1.00,  0.78333,  0.95255,  1.00,  1.00,  1.00,  0.49804, 5, 6, 0, 0, 0, 0, 0, 0,  0.63529,  0.36471,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
334, 25133, -22.2216, -4.6347,  128.27742, -0.88976, -0.3937, -0.22047,  1.00, -0.86614, -0.38583, -0.31496,  1.00,  0.70803,  0.95255,  1.00,  1.00,  0.7729,  0.95255,  1.00,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.55686,  0.24706,  0.19608,  0.00,  0.00,  0.00,  0.00,  0.00
335, 25135, -21.61731, -5.61698,  129.16931, -0.93701, -0.29921,  0.17323,  1.00, -0.89764, -0.40157,  0.16535,  1.00,  0.69706,  0.93813,  1.00,  1.00,  0.78388,  0.93813,  1.00,  1.00,  1.00,  0.49804, 5, 6, 0, 0, 0, 0, 0, 0,  0.63137,  0.36863,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
336, 25137, -20.76903, -5.51805,  134.34567, -0.55906, -0.15748,  0.81102,  1.00, -0.55118, -0.22835,  0.80315,  1.00,  0.69737,  0.84865,  1.00,  1.00,  0.78357,  0.84865,  1.00,  1.00,  1.00,  0.49804, 5, 6, 0, 0, 0, 0, 0, 0,  0.62745,  0.37255,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
337, 25138, -20.81981, -5.52351,  134.07072, -0.94488, -0.29134,  0.15748,  1.00, -0.90551, -0.38583,  0.17323,  1.00,  0.69723,  0.86209,  1.00,  1.00,  0.78371,  0.86209,  1.00,  1.00,  1.00,  0.49804, 5, 6, 0, 0, 0, 0, 0, 0,  0.62745,  0.37255,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
338, 25139, -21.16385, -4.59258,  134.32677, -0.59843, -0.22835,  0.77165,  1.00, -0.70079, -0.27559,  0.66142,  1.00,  0.70803,  0.84865,  1.00,  1.00,  0.7729,  0.84865,  1.00,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.54902,  0.24706,  0.20392,  0.00,  0.00,  0.00,  0.00,  0.00
339, 25140, -21.21598, -4.59439,  134.06017, -0.91339, -0.37008,  0.17323,  1.00, -0.91339, -0.37008,  0.17323, -1.00,  0.70803,  0.86203,  1.00,  1.00,  0.7729,  0.86203,  1.00,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.54902,  0.24706,  0.20392,  0.00,  0.00,  0.00,  0.00,  0.00
340, 25139, -21.16385, -4.59258,  134.32677, -0.59843, -0.22835,  0.77165,  1.00, -0.70079, -0.27559,  0.66142,  1.00,  0.70803,  0.84865,  1.00,  1.00,  0.7729,  0.84865,  1.00,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.54902,  0.24706,  0.20392,  0.00,  0.00,  0.00,  0.00,  0.00
341, 25138, -20.81981, -5.52351,  134.07072, -0.94488, -0.29134,  0.15748,  1.00, -0.90551, -0.38583,  0.17323,  1.00,  0.69723,  0.86209,  1.00,  1.00,  0.78371,  0.86209,  1.00,  1.00,  1.00,  0.49804, 5, 6, 0, 0, 0, 0, 0, 0,  0.62745,  0.37255,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
342, 25139, -21.16385, -4.59258,  134.32677, -0.59843, -0.22835,  0.77165,  1.00, -0.70079, -0.27559,  0.66142,  1.00,  0.70803,  0.84865,  1.00,  1.00,  0.7729,  0.84865,  1.00,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.54902,  0.24706,  0.20392,  0.00,  0.00,  0.00,  0.00,  0.00
343, 25140, -21.21598, -4.59439,  134.06017, -0.91339, -0.37008,  0.17323,  1.00, -0.91339, -0.37008,  0.17323, -1.00,  0.70803,  0.86203,  1.00,  1.00,  0.7729,  0.86203,  1.00,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.54902,  0.24706,  0.20392,  0.00,  0.00,  0.00,  0.00,  0.00
344, 25141, -21.52361, -3.66711,  134.30763, -0.61417, -0.14173,  0.77953,  1.00, -0.77165, -0.20472,  0.6063,  1.00,  0.72038,  0.84865,  1.00,  1.00,  0.76056,  0.84865,  1.00,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.49412,  0.40,  0.10588,  0.00,  0.00,  0.00,  0.00,  0.00
345, 25142, -21.57708, -3.66526,  134.04935, -0.95276, -0.25197,  0.1811,  1.00, -0.95276, -0.25197,  0.18898, -1.00,  0.72038,  0.86198,  1.00,  1.00,  0.76056,  0.86198,  1.00,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.49804,  0.40,  0.10196,  0.00,  0.00,  0.00,  0.00,  0.00
346, 25141, -21.52361, -3.66711,  134.30763, -0.61417, -0.14173,  0.77953,  1.00, -0.77165, -0.20472,  0.6063,  1.00,  0.72038,  0.84865,  1.00,  1.00,  0.76056,  0.84865,  1.00,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.49412,  0.40,  0.10588,  0.00,  0.00,  0.00,  0.00,  0.00
347, 25140, -21.21598, -4.59439,  134.06017, -0.91339, -0.37008,  0.17323,  1.00, -0.91339, -0.37008,  0.17323, -1.00,  0.70803,  0.86203,  1.00,  1.00,  0.7729,  0.86203,  1.00,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.54902,  0.24706,  0.20392,  0.00,  0.00,  0.00,  0.00,  0.00
348, 25142, -21.57708, -3.66526,  134.04935, -0.95276, -0.25197,  0.1811,  1.00, -0.95276, -0.25197,  0.18898, -1.00,  0.72038,  0.86198,  1.00,  1.00,  0.76056,  0.86198,  1.00,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.49804,  0.40,  0.10196,  0.00,  0.00,  0.00,  0.00,  0.00
349, 25143, -21.84223, -2.21221,  134.04216, -0.97638,  0.01575,  0.19685,  1.00, -0.97638,  0.01575,  0.20472, -1.00,  0.74029,  0.86193,  1.00,  1.00,  0.74065,  0.86193,  1.00,  1.00,  1.00,  0.49804, 7, 5, 6, 0, 0, 0, 0, 0,  0.50196,  0.48627,  0.01176,  0.00,  0.00,  0.00,  0.00,  0.00
350, 25141, -21.52361, -3.66711,  134.30763, -0.61417, -0.14173,  0.77953,  1.00, -0.77165, -0.20472,  0.6063,  1.00,  0.72038,  0.84865,  1.00,  1.00,  0.76056,  0.84865,  1.00,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.49412,  0.40,  0.10588,  0.00,  0.00,  0.00,  0.00,  0.00
351, 25144, -21.78656, -2.21395,  134.29649, -0.6063,  0.00,  0.79528,  1.00, -0.71654,  0.00787,  0.70079, -1.00,  0.74029,  0.84865,  1.00,  1.00,  0.74065,  0.84865,  1.00,  1.00,  1.00,  0.49804, 7, 5, 6, 0, 0, 0, 0, 0,  0.50196,  0.48627,  0.01176,  0.00,  0.00,  0.00,  0.00,  0.00
352, 25141, -21.52361, -3.66711,  134.30763, -0.61417, -0.14173,  0.77953,  1.00, -0.77165, -0.20472,  0.6063,  1.00,  0.72038,  0.84865,  1.00,  1.00,  0.76056,  0.84865,  1.00,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.49412,  0.40,  0.10588,  0.00,  0.00,  0.00,  0.00,  0.00
353, 25143, -21.84223, -2.21221,  134.04216, -0.97638,  0.01575,  0.19685,  1.00, -0.97638,  0.01575,  0.20472, -1.00,  0.74029,  0.86193,  1.00,  1.00,  0.74065,  0.86193,  1.00,  1.00,  1.00,  0.49804, 7, 5, 6, 0, 0, 0, 0, 0,  0.50196,  0.48627,  0.01176,  0.00,  0.00,  0.00,  0.00,  0.00
354, 25144, -21.78656, -2.21395,  134.29649, -0.6063,  0.00,  0.79528,  1.00, -0.71654,  0.00787,  0.70079, -1.00,  0.74029,  0.84865,  1.00,  1.00,  0.74065,  0.84865,  1.00,  1.00,  1.00,  0.49804, 7, 5, 6, 0, 0, 0, 0, 0,  0.50196,  0.48627,  0.01176,  0.00,  0.00,  0.00,  0.00,  0.00
355, 25143, -21.84223, -2.21221,  134.04216, -0.97638,  0.01575,  0.19685,  1.00, -0.97638,  0.01575,  0.20472, -1.00,  0.74029,  0.86193,  1.00,  1.00,  0.74065,  0.86193,  1.00,  1.00,  1.00,  0.49804, 7, 5, 6, 0, 0, 0, 0, 0,  0.50196,  0.48627,  0.01176,  0.00,  0.00,  0.00,  0.00,  0.00
356, 25145, -21.48352, -0.79534,  134.32513, -0.6063,  0.20472,  0.76378,  1.00, -0.64567,  0.22047,  0.73228, -1.00,  0.76021,  0.84865,  1.00,  1.00,  0.72073,  0.84865,  1.00,  1.00,  1.00,  0.49804, 5, 7, 4, 0, 0, 0, 0, 0,  0.52157,  0.40,  0.07843,  0.00,  0.00,  0.00,  0.00,  0.00
357, 25145, -21.48352, -0.79534,  134.32513, -0.6063,  0.20472,  0.76378,  1.00, -0.64567,  0.22047,  0.73228, -1.00,  0.76021,  0.84865,  1.00,  1.00,  0.72073,  0.84865,  1.00,  1.00,  1.00,  0.49804, 5, 7, 4, 0, 0, 0, 0, 0,  0.52157,  0.40,  0.07843,  0.00,  0.00,  0.00,  0.00,  0.00
358, 25143, -21.84223, -2.21221,  134.04216, -0.97638,  0.01575,  0.19685,  1.00, -0.97638,  0.01575,  0.20472, -1.00,  0.74029,  0.86193,  1.00,  1.00,  0.74065,  0.86193,  1.00,  1.00,  1.00,  0.49804, 7, 5, 6, 0, 0, 0, 0, 0,  0.50196,  0.48627,  0.01176,  0.00,  0.00,  0.00,  0.00,  0.00
359, 25146, -21.53699, -0.79367,  134.06685, -0.92126,  0.33858,  0.1811,  1.00, -0.90551,  0.37795,  0.1811, -1.00,  0.76021,  0.86198,  1.00,  1.00,  0.72073,  0.86198,  1.00,  1.00,  1.00,  0.49804, 5, 7, 4, 0, 0, 0, 0, 0,  0.52157,  0.40,  0.07843,  0.00,  0.00,  0.00,  0.00,  0.00
360, 25145, -21.48352, -0.79534,  134.32513, -0.6063,  0.20472,  0.76378,  1.00, -0.64567,  0.22047,  0.73228, -1.00,  0.76021,  0.84865,  1.00,  1.00,  0.72073,  0.84865,  1.00,  1.00,  1.00,  0.49804, 5, 7, 4, 0, 0, 0, 0, 0,  0.52157,  0.40,  0.07843,  0.00,  0.00,  0.00,  0.00,  0.00
361, 25146, -21.53699, -0.79367,  134.06685, -0.92126,  0.33858,  0.1811,  1.00, -0.90551,  0.37795,  0.1811, -1.00,  0.76021,  0.86198,  1.00,  1.00,  0.72073,  0.86198,  1.00,  1.00,  1.00,  0.49804, 5, 7, 4, 0, 0, 0, 0, 0,  0.52157,  0.40,  0.07843,  0.00,  0.00,  0.00,  0.00,  0.00
362, 25147, -20.90713,  0.19184,  134.32826, -0.53543,  0.34646,  0.76378,  1.00, -0.66929,  0.44094,  0.59843, -1.00,  0.77192,  0.84865,  1.00,  1.00,  0.70902,  0.84865,  1.00,  1.00,  1.00,  0.49804, 5, 7, 4, 0, 0, 0, 0, 0,  0.56471,  0.24706,  0.18824,  0.00,  0.00,  0.00,  0.00,  0.00
363, 25148, -20.96128,  0.19977,  134.06213, -0.82677,  0.53543,  0.17323,  1.00, -0.82677,  0.53543,  0.17323, -1.00,  0.77192,  0.86203,  1.00,  1.00,  0.70902,  0.86203,  1.00,  1.00,  1.00,  0.49804, 5, 7, 4, 0, 0, 0, 0, 0,  0.56471,  0.24706,  0.18824,  0.00,  0.00,  0.00,  0.00,  0.00
364, 25147, -20.90713,  0.19184,  134.32826, -0.53543,  0.34646,  0.76378,  1.00, -0.66929,  0.44094,  0.59843, -1.00,  0.77192,  0.84865,  1.00,  1.00,  0.70902,  0.84865,  1.00,  1.00,  1.00,  0.49804, 5, 7, 4, 0, 0, 0, 0, 0,  0.56471,  0.24706,  0.18824,  0.00,  0.00,  0.00,  0.00,  0.00
365, 25146, -21.53699, -0.79367,  134.06685, -0.92126,  0.33858,  0.1811,  1.00, -0.90551,  0.37795,  0.1811, -1.00,  0.76021,  0.86198,  1.00,  1.00,  0.72073,  0.86198,  1.00,  1.00,  1.00,  0.49804, 5, 7, 4, 0, 0, 0, 0, 0,  0.52157,  0.40,  0.07843,  0.00,  0.00,  0.00,  0.00,  0.00
366, 25148, -20.96128,  0.19977,  134.06213, -0.82677,  0.53543,  0.17323,  1.00, -0.82677,  0.53543,  0.17323, -1.00,  0.77192,  0.86203,  1.00,  1.00,  0.70902,  0.86203,  1.00,  1.00,  1.00,  0.49804, 5, 7, 4, 0, 0, 0, 0, 0,  0.56471,  0.24706,  0.18824,  0.00,  0.00,  0.00,  0.00,  0.00
367, 25149, -20.38556,  0.98836,  134.05743, -0.88189,  0.44882,  0.16535,  1.00, -0.79528,  0.58268,  0.17323, -1.00,  0.78391,  0.86209,  1.00,  1.00,  0.69703,  0.86209,  1.00,  1.00,  1.00,  0.49804, 5, 4, 0, 0, 0, 0, 0, 0,  0.63922,  0.36078,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
368, 25147, -20.90713,  0.19184,  134.32826, -0.53543,  0.34646,  0.76378,  1.00, -0.66929,  0.44094,  0.59843, -1.00,  0.77192,  0.84865,  1.00,  1.00,  0.70902,  0.84865,  1.00,  1.00,  1.00,  0.49804, 5, 7, 4, 0, 0, 0, 0, 0,  0.56471,  0.24706,  0.18824,  0.00,  0.00,  0.00,  0.00,  0.00
369, 25150, -20.33075,  0.97418,  134.33139, -0.48031,  0.26772,  0.83465,  1.00, -0.59055,  0.43307,  0.67717, -1.00,  0.78288,  0.84865,  1.00,  1.00,  0.69806,  0.84865,  1.00,  1.00,  1.00,  0.49804, 5, 4, 0, 0, 0, 0, 0, 0,  0.64314,  0.35686,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
370, 25147, -20.90713,  0.19184,  134.32826, -0.53543,  0.34646,  0.76378,  1.00, -0.66929,  0.44094,  0.59843, -1.00,  0.77192,  0.84865,  1.00,  1.00,  0.70902,  0.84865,  1.00,  1.00,  1.00,  0.49804, 5, 7, 4, 0, 0, 0, 0, 0,  0.56471,  0.24706,  0.18824,  0.00,  0.00,  0.00,  0.00,  0.00
371, 25149, -20.38556,  0.98836,  134.05743, -0.88189,  0.44882,  0.16535,  1.00, -0.79528,  0.58268,  0.17323, -1.00,  0.78391,  0.86209,  1.00,  1.00,  0.69703,  0.86209,  1.00,  1.00,  1.00,  0.49804, 5, 4, 0, 0, 0, 0, 0, 0,  0.63922,  0.36078,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
372, 25151, -21.76641, -5.63821,  128.2822, -0.89764, -0.33071, -0.28346,  1.00, -0.82677, -0.37795, -0.4252,  1.00,  0.69761,  0.95255,  1.00,  1.00,  0.78333,  0.95255,  0.49804,  1.00,  1.00,  0.49804, 5, 6, 0, 0, 0, 0, 0, 0,  0.63529,  0.36471,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
373, 25152, -21.31494, -5.57663,  128.02386,  0.74016,  0.38583, -0.55118,  1.00, -0.48031, -0.23622, -0.84252,  1.00,  0.69698,  0.96698,  1.00,  1.00,  0.78396,  0.96698,  0.49804,  1.00,  1.00,  0.00, 5, 6, 0, 0, 0, 0, 0, 0,  0.62745,  0.37255,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
374, 25153, -22.2216, -4.6347,  128.27742, -0.88976, -0.3937, -0.22047,  1.00, -0.86614, -0.38583, -0.31496,  1.00,  0.70803,  0.95255,  1.00,  1.00,  0.7729,  0.95255,  0.49804,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.55686,  0.24706,  0.19608,  0.00,  0.00,  0.00,  0.00,  0.00
375, 25154, -21.78499, -4.60929,  128.00114,  0.73228,  0.33071, -0.59055,  1.00, -0.52756, -0.25197, -0.81102,  1.00,  0.70803,  0.96698,  1.00,  1.00,  0.7729,  0.96698,  0.49804,  1.00,  1.00,  0.00, 5, 7, 6, 0, 0, 0, 0, 0,  0.55294,  0.24706,  0.20,  0.00,  0.00,  0.00,  0.00,  0.00
376, 25153, -22.2216, -4.6347,  128.27742, -0.88976, -0.3937, -0.22047,  1.00, -0.86614, -0.38583, -0.31496,  1.00,  0.70803,  0.95255,  1.00,  1.00,  0.7729,  0.95255,  0.49804,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.55686,  0.24706,  0.19608,  0.00,  0.00,  0.00,  0.00,  0.00
377, 25152, -21.31494, -5.57663,  128.02386,  0.74016,  0.38583, -0.55118,  1.00, -0.48031, -0.23622, -0.84252,  1.00,  0.69698,  0.96698,  1.00,  1.00,  0.78396,  0.96698,  0.49804,  1.00,  1.00,  0.00, 5, 6, 0, 0, 0, 0, 0, 0,  0.62745,  0.37255,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
378, 25153, -22.2216, -4.6347,  128.27742, -0.88976, -0.3937, -0.22047,  1.00, -0.86614, -0.38583, -0.31496,  1.00,  0.70803,  0.95255,  1.00,  1.00,  0.7729,  0.95255,  0.49804,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.55686,  0.24706,  0.19608,  0.00,  0.00,  0.00,  0.00,  0.00
379, 25154, -21.78499, -4.60929,  128.00114,  0.73228,  0.33071, -0.59055,  1.00, -0.52756, -0.25197, -0.81102,  1.00,  0.70803,  0.96698,  1.00,  1.00,  0.7729,  0.96698,  0.49804,  1.00,  1.00,  0.00, 5, 7, 6, 0, 0, 0, 0, 0,  0.55294,  0.24706,  0.20,  0.00,  0.00,  0.00,  0.00,  0.00
380, 25155, -22.64173, -3.6312,  128.27242, -0.93701, -0.28346, -0.20472,  1.00, -0.88189, -0.28346, -0.37008,  1.00,  0.72038,  0.95255,  1.00,  1.00,  0.76056,  0.95255,  0.49804,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.50196,  0.40,  0.09804,  0.00,  0.00,  0.00,  0.00,  0.00
381, 25156, -22.21998, -3.64195,  127.97817,  0.76378,  0.2126, -0.61417,  1.00, -0.55118, -0.17323, -0.8189, -1.00,  0.72038,  0.96698,  1.00,  1.00,  0.76056,  0.96698,  0.49804,  1.00,  1.00,  0.00, 5, 7, 6, 0, 0, 0, 0, 0,  0.49804,  0.40,  0.10196,  0.00,  0.00,  0.00,  0.00,  0.00
382, 25155, -22.64173, -3.6312,  128.27242, -0.93701, -0.28346, -0.20472,  1.00, -0.88189, -0.28346, -0.37008,  1.00,  0.72038,  0.95255,  1.00,  1.00,  0.76056,  0.95255,  0.49804,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.50196,  0.40,  0.09804,  0.00,  0.00,  0.00,  0.00,  0.00
383, 25154, -21.78499, -4.60929,  128.00114,  0.73228,  0.33071, -0.59055,  1.00, -0.52756, -0.25197, -0.81102,  1.00,  0.70803,  0.96698,  1.00,  1.00,  0.7729,  0.96698,  0.49804,  1.00,  1.00,  0.00, 5, 7, 6, 0, 0, 0, 0, 0,  0.55294,  0.24706,  0.20,  0.00,  0.00,  0.00,  0.00,  0.00
384, 25155, -22.64173, -3.6312,  128.27242, -0.93701, -0.28346, -0.20472,  1.00, -0.88189, -0.28346, -0.37008,  1.00,  0.72038,  0.95255,  1.00,  1.00,  0.76056,  0.95255,  0.49804,  1.00,  1.00,  0.49804, 5, 7, 6, 0, 0, 0, 0, 0,  0.50196,  0.40,  0.09804,  0.00,  0.00,  0.00,  0.00,  0.00
385, 25156, -22.21998, -3.64195,  127.97817,  0.76378,  0.2126, -0.61417,  1.00, -0.55118, -0.17323, -0.8189, -1.00,  0.72038,  0.96698,  1.00,  1.00,  0.76056,  0.96698,  0.49804,  1.00,  1.00,  0.00, 5, 7, 6, 0, 0, 0, 0, 0,  0.49804,  0.40,  0.10196,  0.00,  0.00,  0.00,  0.00,  0.00
