VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE6.x, ATTRIBUTE6.y, ATTRIBUTE7.x, ATTRIBUTE7.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE14.x, ATTRIBUTE14.y, ATTRIBUTE14.z, ATTRIBUTE14.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w, ATTRIBUTE15.x, ATTRIBUTE15.y, ATTRIBUTE15.z, ATTRIBUTE15.w
2333, 760,  5.56334,  12.65411,  5.61937, -0.67717,  0.13386,  0.72441,  1.00, -0.69291,  0.09449,  0.71654, -1.00,  0.47974,  0.9382,  0.55581,  0.32911,  0.47974,  0.9382,  1.00,  0.40,  1.00,  0.49804, 35, 33, 0, 0, 0, 0, 0, 0,  0.90196,  0.09804,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2334, 762,  7.10241,  12.593,  6.59428, -0.37008,  0.33071,  0.86614,  1.00, -0.34646,  0.32283,  0.88189, -1.00,  0.47926,  0.94059,  0.52686,  0.40868,  0.47926,  0.94059,  1.00,  0.40,  1.00,  0.49804, 35, 33, 0, 0, 0, 0, 0, 0,  0.90196,  0.09804,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2335, 760,  5.56334,  12.65411,  5.61937, -0.67717,  0.13386,  0.72441,  1.00, -0.69291,  0.09449,  0.71654, -1.00,  0.47974,  0.9382,  0.55581,  0.32911,  0.47974,  0.9382,  1.00,  0.40,  1.00,  0.49804, 35, 33, 0, 0, 0, 0, 0, 0,  0.90196,  0.09804,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2336, 761,  6.98036,  14.95682,  5.65775, -0.18898,  0.35433,  0.91339,  1.00, -0.12598,  0.3937,  0.90551,  1.00,  0.49475,  0.94027,  0.43033,  0.3308,  0.49475,  0.94027,  1.00,  0.40,  1.00,  0.49804, 35, 33, 0, 0, 0, 0, 0, 0,  0.70196,  0.29804,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2337, 763,  14.85695,  14.96249,  3.23901,  0.55118,  0.25197,  0.79528,  1.00,  0.56693,  0.23622,  0.7874, -1.00,  0.49475,  0.95432,  0.7507,  0.40024,  0.49475,  0.95432,  1.00,  0.40,  1.00,  0.49804, 35, 33, 0, 0, 0, 0, 0, 0,  0.70196,  0.29804,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2338, 764,  15.94818,  14.95715,  2.37039,  0.68504,  0.17323,  0.70079,  1.00,  0.74016,  0.12598,  0.66142, -1.00,  0.49475,  0.95525,  0.71076,  0.3685,  0.49475,  0.95525,  1.00,  0.40,  1.00,  0.49804, 35, 33, 0, 0, 0, 0, 0, 0,  0.70196,  0.29804,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2339, 765,  15.13787,  12.38077,  3.6825,  0.69291,  0.16535,  0.70079,  1.00,  0.73228,  0.11024,  0.67717, -1.00,  0.47892,  0.9535,  0.69189,  0.48328,  0.47892,  0.9535,  1.00,  0.40,  1.00,  0.49804, 35, 33, 0, 0, 0, 0, 0, 0,  0.90196,  0.09804,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2340, 765,  15.13787,  12.38077,  3.6825,  0.69291,  0.16535,  0.70079,  1.00,  0.73228,  0.11024,  0.67717, -1.00,  0.47892,  0.9535,  0.69189,  0.48328,  0.47892,  0.9535,  1.00,  0.40,  1.00,  0.49804, 35, 33, 0, 0, 0, 0, 0, 0,  0.90196,  0.09804,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2341, 764,  15.94818,  14.95715,  2.37039,  0.68504,  0.17323,  0.70079,  1.00,  0.74016,  0.12598,  0.66142, -1.00,  0.49475,  0.95525,  0.71076,  0.3685,  0.49475,  0.95525,  1.00,  0.40,  1.00,  0.49804, 35, 33, 0, 0, 0, 0, 0, 0,  0.70196,  0.29804,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2342, 766,  16.55326,  12.39893,  1.93275,  0.87402,  0.04724,  0.48819,  1.00,  0.90551, -0.06299,  0.41732, -1.00,  0.47922,  0.9558,  0.62612,  0.427,  0.47922,  0.9558,  1.00,  0.40,  1.00,  0.49804, 35, 33, 0, 0, 0, 0, 0, 0,  0.90196,  0.09804,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2343, 766,  16.55326,  12.39893,  1.93275,  0.87402,  0.04724,  0.48819,  1.00,  0.90551, -0.06299,  0.41732, -1.00,  0.47922,  0.9558,  0.62612,  0.427,  0.47922,  0.9558,  1.00,  0.40,  1.00,  0.49804, 35, 33, 0, 0, 0, 0, 0, 0,  0.90196,  0.09804,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2344, 764,  15.94818,  14.95715,  2.37039,  0.68504,  0.17323,  0.70079,  1.00,  0.74016,  0.12598,  0.66142, -1.00,  0.49475,  0.95525,  0.71076,  0.3685,  0.49475,  0.95525,  1.00,  0.40,  1.00,  0.49804, 35, 33, 0, 0, 0, 0, 0, 0,  0.70196,  0.29804,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2345, 767,  16.47601,  14.95693,  1.716,  0.86614,  0.09449,  0.48819,  1.00,  0.91339,  0.06299,  0.40157, -1.00,  0.49475,  0.9558,  0.68535,  0.34723,  0.49475,  0.9558,  1.00,  0.40,  1.00,  0.49804, 35, 33, 0, 0, 0, 0, 0, 0,  0.70196,  0.29804,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2346, 768,  15.28129,  5.75006,  4.68987,  0.94488, -0.00787,  0.33858,  1.00,  0.95276, -0.04724,  0.29921, -1.00,  0.38612,  0.34062,  1.00,  1.00,  0.23918,  0.34062,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2347, 769,  14.22554,  5.81761,  7.24718,  0.85827,  0.2126,  0.47244,  1.00,  0.79528,  0.17323,  0.58268,  1.00,  0.36065,  0.34062,  1.00,  1.00,  0.26464,  0.34062,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.90196,  0.09804,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2348, 770,  15.19965,  8.30973,  4.60028,  0.87402,  0.13386,  0.47244,  1.00,  0.88976,  0.03937,  0.44882, -1.00,  0.38812,  0.37323,  1.00,  1.00,  0.23718,  0.37323,  1.00,  0.40,  1.00,  0.49804, 35, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2349, 771,  13.9737,  8.3984,  6.26902,  0.74016,  0.33858,  0.58268,  1.00,  0.79528,  0.17323,  0.58268, -1.00,  0.3653,  0.37323,  1.00,  1.00,  0.25999,  0.37323,  1.00,  0.40,  1.00,  0.49804, 35, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2350, 770,  15.19965,  8.30973,  4.60028,  0.87402,  0.13386,  0.47244,  1.00,  0.88976,  0.03937,  0.44882, -1.00,  0.38812,  0.37323,  1.00,  1.00,  0.23718,  0.37323,  1.00,  0.40,  1.00,  0.49804, 35, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2351, 769,  14.22554,  5.81761,  7.24718,  0.85827,  0.2126,  0.47244,  1.00,  0.79528,  0.17323,  0.58268,  1.00,  0.36065,  0.34062,  1.00,  1.00,  0.26464,  0.34062,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.90196,  0.09804,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2352, 769,  14.22554,  5.81761,  7.24718,  0.85827,  0.2126,  0.47244,  1.00,  0.79528,  0.17323,  0.58268,  1.00,  0.36065,  0.34062,  1.00,  1.00,  0.26464,  0.34062,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.90196,  0.09804,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2353, 772,  12.80788,  6.00393,  9.63999,  0.6063,  0.48031,  0.6378,  1.00,  0.66929,  0.30709,  0.67717, -1.00,  0.33382,  0.34062,  1.00,  1.00,  0.29148,  0.34062,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.80,  0.20,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2354, 771,  13.9737,  8.3984,  6.26902,  0.74016,  0.33858,  0.58268,  1.00,  0.79528,  0.17323,  0.58268, -1.00,  0.3653,  0.37323,  1.00,  1.00,  0.25999,  0.37323,  1.00,  0.40,  1.00,  0.49804, 35, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2355, 771,  13.9737,  8.3984,  6.26902,  0.74016,  0.33858,  0.58268,  1.00,  0.79528,  0.17323,  0.58268, -1.00,  0.3653,  0.37323,  1.00,  1.00,  0.25999,  0.37323,  1.00,  0.40,  1.00,  0.49804, 35, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2356, 772,  12.80788,  6.00393,  9.63999,  0.6063,  0.48031,  0.6378,  1.00,  0.66929,  0.30709,  0.67717, -1.00,  0.33382,  0.34062,  1.00,  1.00,  0.29148,  0.34062,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.80,  0.20,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2357, 773,  12.24359,  8.49908,  8.03478,  0.54331,  0.50394,  0.66929,  1.00,  0.66929,  0.30709,  0.67717, -1.00,  0.33433,  0.37323,  1.00,  1.00,  0.29097,  0.37323,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2358, 774,  11.06309,  6.1637,  10.59425,  0.1811,  0.5748,  0.79528,  1.00,  0.25197,  0.3937,  0.88189, -1.00,  0.31244,  0.34062,  1.00,  1.00,  0.31286,  0.34062,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.80,  0.20,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2359, 773,  12.24359,  8.49908,  8.03478,  0.54331,  0.50394,  0.66929,  1.00,  0.66929,  0.30709,  0.67717, -1.00,  0.33433,  0.37323,  1.00,  1.00,  0.29097,  0.37323,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2360, 772,  12.80788,  6.00393,  9.63999,  0.6063,  0.48031,  0.6378,  1.00,  0.66929,  0.30709,  0.67717, -1.00,  0.33382,  0.34062,  1.00,  1.00,  0.29148,  0.34062,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.80,  0.20,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2361, 775,  10.71859,  8.48495,  8.8033,  0.2126,  0.55906,  0.80315,  1.00,  0.40157,  0.40945,  0.8189, -1.00,  0.31103,  0.37323,  1.00,  1.00,  0.31427,  0.37323,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2362, 773,  12.24359,  8.49908,  8.03478,  0.54331,  0.50394,  0.66929,  1.00,  0.66929,  0.30709,  0.67717, -1.00,  0.33433,  0.37323,  1.00,  1.00,  0.29097,  0.37323,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2363, 774,  11.06309,  6.1637,  10.59425,  0.1811,  0.5748,  0.79528,  1.00,  0.25197,  0.3937,  0.88189, -1.00,  0.31244,  0.34062,  1.00,  1.00,  0.31286,  0.34062,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.80,  0.20,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2364, 774,  11.06309,  6.1637,  10.59425,  0.1811,  0.5748,  0.79528,  1.00,  0.25197,  0.3937,  0.88189, -1.00,  0.31244,  0.34062,  1.00,  1.00,  0.31286,  0.34062,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.80,  0.20,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2365, 776,  8.97688,  8.34262,  8.97589, -0.11811,  0.50394,  0.85827,  1.00, -0.05512,  0.40945,  0.91339, -1.00,  0.28553,  0.37323,  1.00,  1.00,  0.33976,  0.37323,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2366, 775,  10.71859,  8.48495,  8.8033,  0.2126,  0.55906,  0.80315,  1.00,  0.40157,  0.40945,  0.8189, -1.00,  0.31103,  0.37323,  1.00,  1.00,  0.31427,  0.37323,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2367, 777,  8.95519,  6.06447,  10.34246, -0.23622,  0.47244,  0.85039,  1.00, -0.18898,  0.37008,  0.91339, -1.00,  0.28912,  0.34062,  1.00,  1.00,  0.33617,  0.34062,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.80,  0.20,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2368, 776,  8.97688,  8.34262,  8.97589, -0.11811,  0.50394,  0.85827,  1.00, -0.05512,  0.40945,  0.91339, -1.00,  0.28553,  0.37323,  1.00,  1.00,  0.33976,  0.37323,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2369, 774,  11.06309,  6.1637,  10.59425,  0.1811,  0.5748,  0.79528,  1.00,  0.25197,  0.3937,  0.88189, -1.00,  0.31244,  0.34062,  1.00,  1.00,  0.31286,  0.34062,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.80,  0.20,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2370, 777,  8.95519,  6.06447,  10.34246, -0.23622,  0.47244,  0.85039,  1.00, -0.18898,  0.37008,  0.91339, -1.00,  0.28912,  0.34062,  1.00,  1.00,  0.33617,  0.34062,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.80,  0.20,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2371, 778,  7.4475,  8.30144,  8.53104, -0.52756,  0.34646,  0.77165,  1.00, -0.59843,  0.22047,  0.77165,  1.00,  0.26284,  0.37323,  1.00,  1.00,  0.36246,  0.37323,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2372, 776,  8.97688,  8.34262,  8.97589, -0.11811,  0.50394,  0.85827,  1.00, -0.05512,  0.40945,  0.91339, -1.00,  0.28553,  0.37323,  1.00,  1.00,  0.33976,  0.37323,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2373, 779,  7.50634,  5.96535,  9.54597, -0.68504,  0.20472,  0.69291,  1.00, -0.59843,  0.22047,  0.77165, -1.00,  0.27106,  0.34062,  1.00,  1.00,  0.35424,  0.34062,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.80,  0.20,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2374, 778,  7.4475,  8.30144,  8.53104, -0.52756,  0.34646,  0.77165,  1.00, -0.59843,  0.22047,  0.77165,  1.00,  0.26284,  0.37323,  1.00,  1.00,  0.36246,  0.37323,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2375, 777,  8.95519,  6.06447,  10.34246, -0.23622,  0.47244,  0.85039,  1.00, -0.18898,  0.37008,  0.91339, -1.00,  0.28912,  0.34062,  1.00,  1.00,  0.33617,  0.34062,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.80,  0.20,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2376, 778,  7.4475,  8.30144,  8.53104, -0.52756,  0.34646,  0.77165,  1.00, -0.59843,  0.22047,  0.77165,  1.00,  0.26284,  0.37323,  1.00,  1.00,  0.36246,  0.37323,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2377, 779,  7.50634,  5.96535,  9.54597, -0.68504,  0.20472,  0.69291,  1.00, -0.59843,  0.22047,  0.77165, -1.00,  0.27106,  0.34062,  1.00,  1.00,  0.35424,  0.34062,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.80,  0.20,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2378, 780,  6.02052,  8.30144,  6.97365, -0.87402,  0.03937,  0.48031,  1.00, -0.85827,  0.02362,  0.51181, -1.00,  0.23592,  0.37323,  1.00,  1.00,  0.38938,  0.37323,  1.00,  0.40,  1.00,  0.49804, 35, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2379, 780,  6.02052,  8.30144,  6.97365, -0.87402,  0.03937,  0.48031,  1.00, -0.85827,  0.02362,  0.51181, -1.00,  0.23592,  0.37323,  1.00,  1.00,  0.38938,  0.37323,  1.00,  0.40,  1.00,  0.49804, 35, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2380, 779,  7.50634,  5.96535,  9.54597, -0.68504,  0.20472,  0.69291,  1.00, -0.59843,  0.22047,  0.77165, -1.00,  0.27106,  0.34062,  1.00,  1.00,  0.35424,  0.34062,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.80,  0.20,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2381, 781,  6.20481,  5.76269,  7.06813, -0.92913, -0.07874,  0.37008,  1.00, -0.85827,  0.0315,  0.51181, -1.00,  0.24138,  0.34062,  1.00,  1.00,  0.38392,  0.34062,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.90196,  0.09804,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2382, 782,  5.63107,  8.30144,  1.92709, -0.7874, -0.28346, -0.55118,  1.00, -0.89764, -0.22835, -0.38583,  1.00,  0.47899,  0.97168,  0.09369,  0.35305,  0.47899,  0.97168,  1.00,  0.40,  1.00,  0.49804, 35, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2383, 783,  7.38058,  5.51758,  1.26308, -0.3937, -0.15748, -0.90551,  1.00, -0.1811, -0.02362, -0.98425,  1.00,  0.49444,  0.9695,  0.15369,  0.30118,  0.49444,  0.9695,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2384, 784,  6.86517,  8.30144,  0.8267, -0.38583, -0.28346, -0.87402,  1.00, -0.1811, -0.02362, -0.98425,  1.00,  0.47899,  0.97003,  0.12349,  0.36382,  0.47899,  0.97003,  1.00,  0.40,  1.00,  0.49804, 35, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2385, 785,  6.31563,  5.57506,  2.07161, -0.79528, -0.24409, -0.55118,  1.00, -0.91339, -0.10236, -0.38583,  1.00,  0.49444,  0.97301,  0.1285,  0.29378,  0.49444,  0.97301,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2386, 783,  7.38058,  5.51758,  1.26308, -0.3937, -0.15748, -0.90551,  1.00, -0.1811, -0.02362, -0.98425,  1.00,  0.49444,  0.9695,  0.15369,  0.30118,  0.49444,  0.9695,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2387, 782,  5.63107,  8.30144,  1.92709, -0.7874, -0.28346, -0.55118,  1.00, -0.89764, -0.22835, -0.38583,  1.00,  0.47899,  0.97168,  0.09369,  0.35305,  0.47899,  0.97168,  1.00,  0.40,  1.00,  0.49804, 35, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2388, 782,  5.63107,  8.30144,  1.92709, -0.7874, -0.28346, -0.55118,  1.00, -0.89764, -0.22835, -0.38583,  1.00,  0.47899,  0.97168,  0.09369,  0.35305,  0.47899,  0.97168,  1.00,  0.40,  1.00,  0.49804, 35, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2389, 786,  5.2804,  8.30144,  3.08069, -0.9685, -0.23622, -0.07087,  1.00, -0.97638, -0.19685,  0.03937,  1.00,  0.47899,  0.97606,  0.06181,  0.33585,  0.47899,  0.97606,  1.00,  0.40,  1.00,  0.49804, 35, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2390, 785,  6.31563,  5.57506,  2.07161, -0.79528, -0.24409, -0.55118,  1.00, -0.91339, -0.10236, -0.38583,  1.00,  0.49444,  0.97301,  0.1285,  0.29378,  0.49444,  0.97301,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2391, 785,  6.31563,  5.57506,  2.07161, -0.79528, -0.24409, -0.55118,  1.00, -0.91339, -0.10236, -0.38583,  1.00,  0.49444,  0.97301,  0.1285,  0.29378,  0.49444,  0.97301,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2392, 786,  5.2804,  8.30144,  3.08069, -0.9685, -0.23622, -0.07087,  1.00, -0.97638, -0.19685,  0.03937,  1.00,  0.47899,  0.97606,  0.06181,  0.33585,  0.47899,  0.97606,  1.00,  0.40,  1.00,  0.49804, 35, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2393, 787,  6.02208,  5.60635,  3.37418, -0.95276, -0.27559, -0.11024,  1.00, -0.99213, -0.14961,  0.00787,  1.00,  0.49444,  0.97786,  0.09307,  0.27494,  0.49444,  0.97786,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2394, 787,  6.02208,  5.60635,  3.37418, -0.95276, -0.27559, -0.11024,  1.00, -0.99213, -0.14961,  0.00787,  1.00,  0.49444,  0.97786,  0.09307,  0.27494,  0.49444,  0.97786,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2395, 786,  5.2804,  8.30144,  3.08069, -0.9685, -0.23622, -0.07087,  1.00, -0.97638, -0.19685,  0.03937,  1.00,  0.47899,  0.97606,  0.06181,  0.33585,  0.47899,  0.97606,  1.00,  0.40,  1.00,  0.49804, 35, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2396, 788,  5.90762,  5.63765,  5.32896, -0.97638, -0.20472,  0.08661,  1.00, -0.98425, -0.12598,  0.15748,  1.00,  0.49444,  0.98048,  0.05293,  0.2524,  0.49444,  0.98048,  1.00,  0.40,  1.00,  0.49804, 35, 37, 0, 0, 0, 0, 0, 0,  0.87451,  0.12549,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2397, 789,  5.38106,  8.30144,  4.91813, -0.97638, -0.12598,  0.16535,  1.00, -0.95276, -0.14173,  0.25197,  1.00,  0.47899,  0.97891,  0.02023,  0.31015,  0.47899,  0.97891,  1.00,  0.40,  1.00,  0.49804, 35, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2398, 788,  5.90762,  5.63765,  5.32896, -0.97638, -0.20472,  0.08661,  1.00, -0.98425, -0.12598,  0.15748,  1.00,  0.49444,  0.98048,  0.05293,  0.2524,  0.49444,  0.98048,  1.00,  0.40,  1.00,  0.49804, 35, 37, 0, 0, 0, 0, 0, 0,  0.87451,  0.12549,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2399, 786,  5.2804,  8.30144,  3.08069, -0.9685, -0.23622, -0.07087,  1.00, -0.97638, -0.19685,  0.03937,  1.00,  0.47899,  0.97606,  0.06181,  0.33585,  0.47899,  0.97606,  1.00,  0.40,  1.00,  0.49804, 35, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2400, 790,  10.68449,  5.48559,  0.49549, -0.10236, -0.01575, -0.99213,  1.00,  0.00,  0.00, -1.00,  1.00,  0.49444,  0.9652,  1.00,  1.00,  0.49444,  0.9652,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2401, 791,  12.75883,  5.34898,  0.38416, -0.02362, -0.03937, -1.00,  1.00,  0.00,  0.00, -1.00, -1.00,  0.49444,  0.9667,  1.00,  1.00,  0.49444,  0.9667,  1.00,  0.40,  1.00,  0.49804, 35, 36, 0, 0, 0, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2402, 792,  10.24376,  8.30144,  0.50211, -0.11024, -0.02362, -0.99213,  1.00,  0.00,  0.00, -1.00,  1.00,  0.47896,  0.96539,  1.00,  1.00,  0.47896,  0.96539,  1.00,  0.40,  1.00,  0.49804, 35, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
