VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE6.x, ATTRIBUTE6.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w
968, 20836, -3.90578,  100.55389,  40.55811, -0.7874, -0.5748, -0.22835,  1.00, -0.7874, -0.55906, -0.27559, -1.00,  0.97,  0.97334,  0.97,  0.97334,  1.00,  1.00,  1.00,  0.00, 3, 0, 0, 0,  0.93333,  0.06667,  0.00,  0.00
969, 20835, -4.1009,  100.78259,  40.65272, -0.7874, -0.5748, -0.22835,  1.00, -0.7874, -0.58268, -0.20472,  1.00,  0.98388,  0.97329,  0.98388,  0.97329,  1.00,  1.00,  1.00,  0.00, 3, 0, 0, 0,  0.93333,  0.06667,  0.00,  0.00
970, 20836, -3.90578,  100.55389,  40.55811, -0.7874, -0.5748, -0.22835,  1.00, -0.7874, -0.55906, -0.27559, -1.00,  0.97,  0.97334,  0.97,  0.97334,  1.00,  1.00,  1.00,  0.00, 3, 0, 0, 0,  0.93333,  0.06667,  0.00,  0.00
971, 20837, -4.1009,  101.11971,  40.13902, -0.7874, -0.44094, -0.43307,  1.00, -0.7874, -0.46457, -0.40945,  1.00,  0.98388,  0.97354,  0.98388,  0.97354,  1.00,  1.00,  1.00,  0.00, 3, 0, 0, 0,  0.93725,  0.06275,  0.00,  0.00
972, 20837, -4.1009,  101.11971,  40.13902, -0.7874, -0.44094, -0.43307,  1.00, -0.7874, -0.46457, -0.40945,  1.00,  0.98388,  0.97354,  0.98388,  0.97354,  1.00,  1.00,  1.00,  0.00, 3, 0, 0, 0,  0.93725,  0.06275,  0.00,  0.00
973, 20836, -3.90578,  100.55389,  40.55811, -0.7874, -0.5748, -0.22835,  1.00, -0.7874, -0.55906, -0.27559, -1.00,  0.97,  0.97334,  0.97,  0.97334,  1.00,  1.00,  1.00,  0.00, 3, 0, 0, 0,  0.93333,  0.06667,  0.00,  0.00
974, 20838, -3.90578,  100.94405,  39.96358, -0.7874, -0.44094, -0.43307,  1.00, -0.7874, -0.40945, -0.46457, -1.00,  0.97,  0.97362,  0.97,  0.97362,  1.00,  1.00,  1.00,  0.00, 3, 0, 0, 0,  0.93725,  0.06275,  0.00,  0.00
975, 20837, -4.1009,  101.11971,  40.13902, -0.7874, -0.44094, -0.43307,  1.00, -0.7874, -0.46457, -0.40945,  1.00,  0.98388,  0.97354,  0.98388,  0.97354,  1.00,  1.00,  1.00,  0.00, 3, 0, 0, 0,  0.93725,  0.06275,  0.00,  0.00
976, 20838, -3.90578,  100.94405,  39.96358, -0.7874, -0.44094, -0.43307,  1.00, -0.7874, -0.40945, -0.46457, -1.00,  0.97,  0.97362,  0.97,  0.97362,  1.00,  1.00,  1.00,  0.00, 3, 0, 0, 0,  0.93725,  0.06275,  0.00,  0.00
977, 20839, -4.1009,  101.63405,  39.80232, -0.7874, -0.24409, -0.56693,  1.00, -0.7874, -0.27559, -0.55906,  1.00,  0.98388,  0.9738,  0.98388,  0.9738,  1.00,  1.00,  1.00,  0.00, 3, 0, 0, 0,  0.9451,  0.0549,  0.00,  0.00
978, 20839, -4.1009,  101.63405,  39.80232, -0.7874, -0.24409, -0.56693,  1.00, -0.7874, -0.27559, -0.55906,  1.00,  0.98388,  0.9738,  0.98388,  0.9738,  1.00,  1.00,  1.00,  0.00, 3, 0, 0, 0,  0.9451,  0.0549,  0.00,  0.00
979, 20838, -3.90578,  100.94405,  39.96358, -0.7874, -0.44094, -0.43307,  1.00, -0.7874, -0.40945, -0.46457, -1.00,  0.97,  0.97362,  0.97,  0.97362,  1.00,  1.00,  1.00,  0.00, 3, 0, 0, 0,  0.93725,  0.06275,  0.00,  0.00
980, 20840, -3.90578,  101.53931,  39.57391, -0.7874, -0.24409, -0.56693,  1.00, -0.7874, -0.19685, -0.59055, -1.00,  0.97,  0.9739,  0.97,  0.9739,  1.00,  1.00,  1.00,  0.00, 3, 0, 0, 0,  0.9451,  0.0549,  0.00,  0.00
981, 20839, -4.1009,  101.63405,  39.80232, -0.7874, -0.24409, -0.56693,  1.00, -0.7874, -0.27559, -0.55906,  1.00,  0.98388,  0.9738,  0.98388,  0.9738,  1.00,  1.00,  1.00,  0.00, 3, 0, 0, 0,  0.9451,  0.0549,  0.00,  0.00
982, 20840, -3.90578,  101.53931,  39.57391, -0.7874, -0.24409, -0.56693,  1.00, -0.7874, -0.19685, -0.59055, -1.00,  0.97,  0.9739,  0.97,  0.9739,  1.00,  1.00,  1.00,  0.00, 3, 0, 0, 0,  0.9451,  0.0549,  0.00,  0.00
983, 20841, -4.1009,  102.23611,  39.67716, -0.7874, -0.00787, -0.62205,  1.00, -0.7874, -0.03937, -0.61417,  1.00,  0.98388,  0.97405,  0.98388,  0.97405,  1.00,  1.00,  1.00,  0.00, 3, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00
984, 20841, -4.1009,  102.23611,  39.67716, -0.7874, -0.00787, -0.62205,  1.00, -0.7874, -0.03937, -0.61417,  1.00,  0.98388,  0.97405,  0.98388,  0.97405,  1.00,  1.00,  1.00,  0.00, 3, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00
985, 20840, -3.90578,  101.53931,  39.57391, -0.7874, -0.24409, -0.56693,  1.00, -0.7874, -0.19685, -0.59055, -1.00,  0.97,  0.9739,  0.97,  0.9739,  1.00,  1.00,  1.00,  0.00, 3, 0, 0, 0,  0.9451,  0.0549,  0.00,  0.00
986, 20842, -3.90578,  102.23611,  39.42905, -0.7874, -0.00787, -0.62205,  1.00, -0.7874,  0.03937, -0.61417, -1.00,  0.97,  0.97417,  0.97,  0.97417,  1.00,  1.00,  1.00,  0.00, 3, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00
987, 20843, -4.525,  91.36232,  36.35452, -0.99213,  0.00, -0.11811,  1.00, -0.99213,  0.00, -0.11811, -1.00,  0.23696,  0.76028,  0.04361,  0.76028,  1.00,  1.00,  1.00,  0.49804, 3, 0, 0, 0,  0.82745,  0.17255,  0.00,  0.00
988, 20844, -4.65374,  94.61269,  37.40013, -0.99213,  0.00787, -0.10236,  1.00, -0.99213,  0.00787, -0.10236, -1.00,  0.23696,  0.70585,  0.04361,  0.70585,  1.00,  1.00,  1.00,  0.49804, 3, 0, 0, 0,  0.86667,  0.13333,  0.00,  0.00
989, 20845, -4.85069,  89.89352,  39.05377, -1.00, -0.00787, -0.05512,  1.00, -1.00,  0.00, -0.07874, -1.00,  0.17398,  0.76028,  0.10659,  0.76028,  1.00,  1.00,  1.00,  0.49804, 3, 0, 0, 0,  0.81176,  0.18824,  0.00,  0.00
990, 20845, -4.85069,  89.89352,  39.05377, -1.00, -0.00787, -0.05512,  1.00, -1.00,  0.00, -0.07874, -1.00,  0.17398,  0.76028,  0.10659,  0.76028,  1.00,  1.00,  1.00,  0.49804, 3, 0, 0, 0,  0.81176,  0.18824,  0.00,  0.00
991, 20844, -4.65374,  94.61269,  37.40013, -0.99213,  0.00787, -0.10236,  1.00, -0.99213,  0.00787, -0.10236, -1.00,  0.23696,  0.70585,  0.04361,  0.70585,  1.00,  1.00,  1.00,  0.49804, 3, 0, 0, 0,  0.86667,  0.13333,  0.00,  0.00
992, 20846, -4.91889,  93.09772,  40.25333, -1.00,  0.00787, -0.03937,  1.00, -1.00,  0.00, -0.01575,  1.00,  0.17398,  0.70585,  0.10659,  0.70585,  1.00,  1.00,  1.00,  0.49804, 3, 0, 0, 0,  0.84706,  0.15294,  0.00,  0.00
993, 20845, -4.85069,  89.89352,  39.05377, -1.00, -0.00787, -0.05512,  1.00, -1.00,  0.00, -0.07874, -1.00,  0.17398,  0.76028,  0.10659,  0.76028,  1.00,  1.00,  1.00,  0.49804, 3, 0, 0, 0,  0.81176,  0.18824,  0.00,  0.00
994, 20846, -4.91889,  93.09772,  40.25333, -1.00,  0.00787, -0.03937,  1.00, -1.00,  0.00, -0.01575,  1.00,  0.17398,  0.70585,  0.10659,  0.70585,  1.00,  1.00,  1.00,  0.49804, 3, 0, 0, 0,  0.84706,  0.15294,  0.00,  0.00
995, 20847, -4.8909,  88.36593,  42.00172, -1.00, -0.01575,  0.08661,  1.00, -1.00, -0.00787,  0.06299, -1.00,  0.10974,  0.76028,  0.17083,  0.76028,  1.00,  1.00,  1.00,  0.49804, 3, 0, 0, 0,  0.79216,  0.20784,  0.00,  0.00
996, 20847, -4.8909,  88.36593,  42.00172, -1.00, -0.01575,  0.08661,  1.00, -1.00, -0.00787,  0.06299, -1.00,  0.10974,  0.76028,  0.17083,  0.76028,  1.00,  1.00,  1.00,  0.49804, 3, 0, 0, 0,  0.79216,  0.20784,  0.00,  0.00
997, 20846, -4.91889,  93.09772,  40.25333, -1.00,  0.00787, -0.03937,  1.00, -1.00,  0.00, -0.01575,  1.00,  0.17398,  0.70585,  0.10659,  0.70585,  1.00,  1.00,  1.00,  0.49804, 3, 0, 0, 0,  0.84706,  0.15294,  0.00,  0.00
998, 20848, -4.79471,  91.55659,  43.14207, -0.99213,  0.00,  0.11811,  1.00, -0.99213,  0.00,  0.14173,  1.00,  0.10974,  0.70585,  0.17083,  0.70585,  1.00,  1.00,  1.00,  0.49804, 3, 0, 0, 0,  0.83137,  0.16863,  0.00,  0.00
999, 20848, -4.79471,  91.55659,  43.14207, -0.99213,  0.00,  0.11811,  1.00, -0.99213,  0.00,  0.14173,  1.00,  0.10974,  0.70585,  0.17083,  0.70585,  1.00,  1.00,  1.00,  0.49804, 3, 0, 0, 0,  0.83137,  0.16863,  0.00,  0.00
1000, 20849, -4.40712,  87.20942,  44.9587, -0.98425, -0.00787,  0.18898,  1.00, -0.98425, -0.00787,  0.18898,  1.00,  0.04361,  0.76028,  0.23696,  0.76028,  1.00,  1.00,  1.00,  0.49804, 3, 0, 0, 0,  0.78039,  0.21961,  0.00,  0.00
1001, 20847, -4.8909,  88.36593,  42.00172, -1.00, -0.01575,  0.08661,  1.00, -1.00, -0.00787,  0.06299, -1.00,  0.10974,  0.76028,  0.17083,  0.76028,  1.00,  1.00,  1.00,  0.49804, 3, 0, 0, 0,  0.79216,  0.20784,  0.00,  0.00
1002, 20850, -4.11572,  90.32467,  46.09506, -0.97638,  0.00787,  0.22835,  1.00, -0.97638,  0.00787,  0.22835, -1.00,  0.04361,  0.70585,  0.23696,  0.70585,  1.00,  1.00,  1.00,  0.49804, 3, 0, 0, 0,  0.81569,  0.18431,  0.00,  0.00
1003, 20849, -4.40712,  87.20942,  44.9587, -0.98425, -0.00787,  0.18898,  1.00, -0.98425, -0.00787,  0.18898,  1.00,  0.04361,  0.76028,  0.23696,  0.76028,  1.00,  1.00,  1.00,  0.49804, 3, 0, 0, 0,  0.78039,  0.21961,  0.00,  0.00
1004, 20848, -4.79471,  91.55659,  43.14207, -0.99213,  0.00,  0.11811,  1.00, -0.99213,  0.00,  0.14173,  1.00,  0.10974,  0.70585,  0.17083,  0.70585,  1.00,  1.00,  1.00,  0.49804, 3, 0, 0, 0,  0.83137,  0.16863,  0.00,  0.00
1005, 20851, -0.32154, -77.53174,  58.67752, -0.16535,  0.00,  0.98425,  1.00, -0.16535,  0.00,  0.98425, -1.00,  0.51751,  0.88531,  0.51751,  0.88531,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.57255,  0.42745,  0.00,  0.00
1006, 20852, -0.32154, -83.79881,  58.67805, -0.16535,  0.00,  0.98425,  1.00, -0.16535,  0.00,  0.98425, -1.00,  0.44147,  0.89429,  0.44147,  0.89429,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.61569,  0.38431,  0.00,  0.00
1007, 20853, -1.71429, -77.53174,  58.44136, -0.28346,  0.00,  0.96063,  1.00, -0.24409,  0.00,  0.9685,  1.00,  0.51948,  0.90194,  0.51948,  0.90194,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.57255,  0.42745,  0.00,  0.00
1008, 20853, -1.71429, -77.53174,  58.44136, -0.28346,  0.00,  0.96063,  1.00, -0.24409,  0.00,  0.9685,  1.00,  0.51948,  0.90194,  0.51948,  0.90194,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.57255,  0.42745,  0.00,  0.00
1009, 20852, -0.32154, -83.79881,  58.67805, -0.16535,  0.00,  0.98425,  1.00, -0.16535,  0.00,  0.98425, -1.00,  0.44147,  0.89429,  0.44147,  0.89429,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.61569,  0.38431,  0.00,  0.00
1010, 20854, -1.71426, -83.79881,  58.44189, -0.28346,  0.00,  0.96063,  1.00, -0.32283,  0.00,  0.94488, -1.00,  0.44344,  0.91093,  0.44344,  0.91093,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.61569,  0.38431,  0.00,  0.00
1011, 20853, -1.71429, -77.53174,  58.44136, -0.28346,  0.00,  0.96063,  1.00, -0.24409,  0.00,  0.9685,  1.00,  0.51948,  0.90194,  0.51948,  0.90194,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.57255,  0.42745,  0.00,  0.00
1012, 20854, -1.71426, -83.79881,  58.44189, -0.28346,  0.00,  0.96063,  1.00, -0.32283,  0.00,  0.94488, -1.00,  0.44344,  0.91093,  0.44344,  0.91093,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.61569,  0.38431,  0.00,  0.00
1013, 20855, -3.02256, -77.53174,  57.88378, -0.50394,  0.00,  0.86614,  1.00, -0.47244,  0.00,  0.88189,  1.00,  0.52152,  0.9192,  0.52152,  0.9192,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.57255,  0.42745,  0.00,  0.00
1014, 20855, -3.02256, -77.53174,  57.88378, -0.50394,  0.00,  0.86614,  1.00, -0.47244,  0.00,  0.88189,  1.00,  0.52152,  0.9192,  0.52152,  0.9192,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.57255,  0.42745,  0.00,  0.00
1015, 20854, -1.71426, -83.79881,  58.44189, -0.28346,  0.00,  0.96063,  1.00, -0.32283,  0.00,  0.94488, -1.00,  0.44344,  0.91093,  0.44344,  0.91093,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.61569,  0.38431,  0.00,  0.00
1016, 20856, -3.0225, -83.79881,  57.88432, -0.50394,  0.00,  0.86614,  1.00, -0.54331,  0.00,  0.83465, -1.00,  0.44548,  0.92818,  0.44548,  0.92818,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.61569,  0.38431,  0.00,  0.00
1017, 20855, -3.02256, -77.53174,  57.88378, -0.50394,  0.00,  0.86614,  1.00, -0.47244,  0.00,  0.88189,  1.00,  0.52152,  0.9192,  0.52152,  0.9192,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.57255,  0.42745,  0.00,  0.00
1018, 20856, -3.0225, -83.79881,  57.88432, -0.50394,  0.00,  0.86614,  1.00, -0.54331,  0.00,  0.83465, -1.00,  0.44548,  0.92818,  0.44548,  0.92818,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.61569,  0.38431,  0.00,  0.00
1019, 20857, -4.08245, -77.53174,  57.05376, -0.61417,  0.00,  0.7874,  1.00, -0.61417,  0.00,  0.7874,  1.00,  0.52339,  0.93501,  0.52339,  0.93501,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.57255,  0.42745,  0.00,  0.00
1020, 20857, -4.08245, -77.53174,  57.05376, -0.61417,  0.00,  0.7874,  1.00, -0.61417,  0.00,  0.7874,  1.00,  0.52339,  0.93501,  0.52339,  0.93501,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.57255,  0.42745,  0.00,  0.00
1021, 20856, -3.0225, -83.79881,  57.88432, -0.50394,  0.00,  0.86614,  1.00, -0.54331,  0.00,  0.83465, -1.00,  0.44548,  0.92818,  0.44548,  0.92818,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.61569,  0.38431,  0.00,  0.00
1022, 20858, -4.08242, -83.79881,  57.05428, -0.61417,  0.00,  0.7874,  1.00, -0.61417,  0.00,  0.7874,  1.00,  0.44735,  0.944,  0.44735,  0.944,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.61569,  0.38431,  0.00,  0.00
1023, 20859,  2.46923,  4.69817,  69.86614,  0.20472,  0.33858,  0.91339,  1.00,  0.20472,  0.34646,  0.91339,  1.00,  0.30919,  0.96989,  0.08149,  0.96989,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1024, 20860,  3.48974,  3.83858,  69.86594,  0.31496,  0.29921,  0.89764,  1.00,  0.29921,  0.30709,  0.90551,  1.00,  0.35625,  0.96989,  0.03443,  0.96989,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1025, 20861,  2.53073,  2.50242,  70.49836,  0.16535,  0.28346,  0.94488,  1.00,  0.16535,  0.27559,  0.94488, -1.00,  0.33079,  0.90889,  0.05989,  0.90889,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1026, 20859,  2.46923,  4.69817,  69.86614,  0.20472,  0.33858,  0.91339,  1.00,  0.20472,  0.34646,  0.91339,  1.00,  0.30919,  0.96989,  0.08149,  0.96989,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1027, 20861,  2.53073,  2.50242,  70.49836,  0.16535,  0.28346,  0.94488,  1.00,  0.16535,  0.27559,  0.94488, -1.00,  0.33079,  0.90889,  0.05989,  0.90889,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1028, 20862,  1.28076,  5.23856,  69.86629,  0.10236,  0.37008,  0.92126,  1.00,  0.10236,  0.35433,  0.92913, -1.00,  0.25439,  0.96989,  0.13629,  0.96989,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1029, 20862,  1.28076,  5.23856,  69.86629,  0.10236,  0.37008,  0.92126,  1.00,  0.10236,  0.35433,  0.92913, -1.00,  0.25439,  0.96989,  0.13629,  0.96989,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1030, 20861,  2.53073,  2.50242,  70.49836,  0.16535,  0.28346,  0.94488,  1.00,  0.16535,  0.27559,  0.94488, -1.00,  0.33079,  0.90889,  0.05989,  0.90889,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1031, 20863,  1.39532,  2.90279,  70.54792,  0.09449,  0.28346,  0.95276,  1.00,  0.07087,  0.28346,  0.95276,  1.00,  0.25488,  0.90889,  0.1358,  0.90889,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1032, 20862,  1.28076,  5.23856,  69.86629,  0.10236,  0.37008,  0.92126,  1.00,  0.10236,  0.35433,  0.92913, -1.00,  0.25439,  0.96989,  0.13629,  0.96989,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1033, 20863,  1.39532,  2.90279,  70.54792,  0.09449,  0.28346,  0.95276,  1.00,  0.07087,  0.28346,  0.95276,  1.00,  0.25488,  0.90889,  0.1358,  0.90889,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1034, 20864,  0.00,  5.42288,  69.86635,  0.00,  0.37008,  0.92913,  1.00,  0.00,  0.33858,  0.94488,  1.00,  0.19534,  0.96989,  0.19534,  0.96989,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1035, 20864,  0.00,  5.42288,  69.86635,  0.00,  0.37008,  0.92913,  1.00,  0.00,  0.33858,  0.94488,  1.00,  0.19534,  0.96989,  0.19534,  0.96989,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1036, 20863,  1.39532,  2.90279,  70.54792,  0.09449,  0.28346,  0.95276,  1.00,  0.07087,  0.28346,  0.95276,  1.00,  0.25488,  0.90889,  0.1358,  0.90889,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1037, 20865, -4.15636E-17,  3.1027,  70.54799,  0.00,  0.28346,  0.96063,  1.00,  0.00,  0.28346,  0.96063, -1.00,  0.19534,  0.90889,  0.19534,  0.90889,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1038, 20865, -4.15636E-17,  3.1027,  70.54799,  0.00,  0.28346,  0.96063,  1.00,  0.00,  0.28346,  0.96063, -1.00,  0.19534,  0.90889,  0.19534,  0.90889,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1039, 20866, -1.39532,  2.90279,  70.54792, -0.09449,  0.28346,  0.95276,  1.00, -0.07087,  0.28346,  0.95276, -1.00,  0.1358,  0.90889,  0.25488,  0.90889,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1040, 20864,  0.00,  5.42288,  69.86635,  0.00,  0.37008,  0.92913,  1.00,  0.00,  0.33858,  0.94488,  1.00,  0.19534,  0.96989,  0.19534,  0.96989,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1041, 20867, -1.28076,  5.23856,  69.86629, -0.10236,  0.37008,  0.92126,  1.00, -0.10236,  0.35433,  0.92913,  1.00,  0.13629,  0.96989,  0.25439,  0.96989,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1042, 20864,  0.00,  5.42288,  69.86635,  0.00,  0.37008,  0.92913,  1.00,  0.00,  0.33858,  0.94488,  1.00,  0.19534,  0.96989,  0.19534,  0.96989,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1043, 20866, -1.39532,  2.90279,  70.54792, -0.09449,  0.28346,  0.95276,  1.00, -0.07087,  0.28346,  0.95276, -1.00,  0.1358,  0.90889,  0.25488,  0.90889,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1044, 20866, -1.39532,  2.90279,  70.54792, -0.09449,  0.28346,  0.95276,  1.00, -0.07087,  0.28346,  0.95276, -1.00,  0.1358,  0.90889,  0.25488,  0.90889,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1045, 20868, -2.53073,  2.50242,  70.49836, -0.16535,  0.28346,  0.94488,  1.00, -0.16535,  0.27559,  0.94488,  1.00,  0.05989,  0.90889,  0.33079,  0.90889,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1046, 20867, -1.28076,  5.23856,  69.86629, -0.10236,  0.37008,  0.92126,  1.00, -0.10236,  0.35433,  0.92913,  1.00,  0.13629,  0.96989,  0.25439,  0.96989,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1047, 20869, -2.46923,  4.69817,  69.86614, -0.20472,  0.33858,  0.91339,  1.00, -0.20472,  0.34646,  0.91339, -1.00,  0.08149,  0.96989,  0.30919,  0.96989,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1048, 20867, -1.28076,  5.23856,  69.86629, -0.10236,  0.37008,  0.92126,  1.00, -0.10236,  0.35433,  0.92913,  1.00,  0.13629,  0.96989,  0.25439,  0.96989,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1049, 20868, -2.53073,  2.50242,  70.49836, -0.16535,  0.28346,  0.94488,  1.00, -0.16535,  0.27559,  0.94488,  1.00,  0.05989,  0.90889,  0.33079,  0.90889,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1050, 20868, -2.53073,  2.50242,  70.49836, -0.16535,  0.28346,  0.94488,  1.00, -0.16535,  0.27559,  0.94488,  1.00,  0.05989,  0.90889,  0.33079,  0.90889,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1051, 20870, -3.48974,  3.83858,  69.86594, -0.31496,  0.29921,  0.89764,  1.00, -0.29921,  0.30709,  0.90551, -1.00,  0.03443,  0.96989,  0.35625,  0.96989,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1052, 20869, -2.46923,  4.69817,  69.86614, -0.20472,  0.33858,  0.91339,  1.00, -0.20472,  0.34646,  0.91339, -1.00,  0.08149,  0.96989,  0.30919,  0.96989,  1.00,  1.00,  1.00,  0.49804, 5, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1053, 20871,  2.45965,  4.75402,  69.76651,  0.18898,  0.33858,  0.92126,  1.00,  0.2126,  0.33858,  0.91339, -1.00,  0.30926,  0.97015,  0.08771,  0.97015,  1.00,  1.00,  1.00,  0.49804, 8, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1054, 20872,  3.47725,  3.90134,  69.76643,  0.27559,  0.33071,  0.90551,  1.00,  0.27559,  0.33071,  0.90551, -1.00,  0.35508,  0.97015,  0.04188,  0.97015,  1.00,  1.00,  1.00,  0.49804, 8, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1055, 20873,  2.3883,  2.80735,  70.49499,  0.19685,  0.33858,  0.92126,  1.00,  0.19685,  0.33858,  0.92126,  1.00,  0.32478,  0.90904,  0.07219,  0.90904,  1.00,  1.00,  1.00,  0.49804, 8, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1056, 20871,  2.45965,  4.75402,  69.76651,  0.18898,  0.33858,  0.92126,  1.00,  0.2126,  0.33858,  0.91339, -1.00,  0.30926,  0.97015,  0.08771,  0.97015,  1.00,  1.00,  1.00,  0.49804, 8, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1057, 20873,  2.3883,  2.80735,  70.49499,  0.19685,  0.33858,  0.92126,  1.00,  0.19685,  0.33858,  0.92126,  1.00,  0.32478,  0.90904,  0.07219,  0.90904,  1.00,  1.00,  1.00,  0.49804, 8, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1058, 20874,  1.27462,  5.29004,  69.76657,  0.09449,  0.34646,  0.93701,  1.00,  0.11811,  0.34646,  0.92913, -1.00,  0.25589,  0.97015,  0.14108,  0.97015,  1.00,  1.00,  1.00,  0.49804, 8, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
1059, 20874,  1.27462,  5.29004,  69.76657,  0.09449,  0.34646,  0.93701,  1.00,  0.11811,  0.34646,  0.92913, -1.00,  0.25589,  0.97015,  0.14108,  0.97015,  1.00,  1.00,  1.00,  0.49804, 8, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
