VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE6.x, ATTRIBUTE6.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w
4090, 28710,  22.94763,  20.78669,  116.52003,  0.34646, -0.90551, -0.25197,  1.00,  0.0315,  0.09449, -0.99213,  1.00,  0.17777,  0.54209,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.89804,  0.10196,  0.00,  0.00
4091, 28709,  23.56587,  20.8449,  116.52991, -0.02362, -0.97638, -0.2126,  1.00,  0.00,  0.07087, -1.00,  1.00,  0.17969,  0.54209,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.89804,  0.10196,  0.00,  0.00
4092, 28711,  22.8579,  21.09552,  116.5432, -0.24409,  0.7874, -0.55906,  1.00,  0.0315,  0.08661, -0.99213, -1.00,  0.17756,  0.53767,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.90196,  0.09804,  0.00,  0.00
4093, 28710,  22.94763,  20.78669,  116.52003,  0.34646, -0.90551, -0.25197,  1.00,  0.0315,  0.09449, -0.99213,  1.00,  0.17777,  0.54209,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.89804,  0.10196,  0.00,  0.00
4094, 28708,  23.5658,  21.14406,  116.55067,  0.01575,  0.83465, -0.55906,  1.00,  0.00,  0.07087, -1.00,  1.00,  0.17971,  0.53767,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.90588,  0.09412,  0.00,  0.00
4095, 28711,  22.8579,  21.09552,  116.5432, -0.24409,  0.7874, -0.55906,  1.00,  0.0315,  0.08661, -0.99213, -1.00,  0.17756,  0.53767,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.90196,  0.09804,  0.00,  0.00
4096, 28712,  22.24862,  20.70381,  116.47222, -0.56693,  0.62205, -0.53543,  1.00,  0.06299,  0.11811, -0.99213, -1.00,  0.1756,  0.5374,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.89412,  0.10588,  0.00,  0.00
4097, 28710,  22.94763,  20.78669,  116.52003,  0.34646, -0.90551, -0.25197,  1.00,  0.0315,  0.09449, -0.99213,  1.00,  0.17777,  0.54209,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.89804,  0.10196,  0.00,  0.00
4098, 28710,  22.94763,  20.78669,  116.52003,  0.34646, -0.90551, -0.25197,  1.00,  0.0315,  0.09449, -0.99213,  1.00,  0.17777,  0.54209,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.89804,  0.10196,  0.00,  0.00
4099, 28712,  22.24862,  20.70381,  116.47222, -0.56693,  0.62205, -0.53543,  1.00,  0.06299,  0.11811, -0.99213, -1.00,  0.1756,  0.5374,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.89412,  0.10588,  0.00,  0.00
4100, 28713,  22.43615,  20.44022,  116.44872,  0.77165, -0.59055, -0.23622,  1.00,  0.05512,  0.14961, -0.98425, -1.00,  0.17583,  0.54209,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.88627,  0.11373,  0.00,  0.00
4101, 28712,  22.24862,  20.70381,  116.47222, -0.56693,  0.62205, -0.53543,  1.00,  0.06299,  0.11811, -0.99213, -1.00,  0.1756,  0.5374,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.89412,  0.10588,  0.00,  0.00
4102, 28714,  21.84085,  20.00409,  116.34245, -0.69291,  0.4252, -0.5748,  1.00,  0.04724,  0.15748, -0.98425,  1.00,  0.17082,  0.5368,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.87451,  0.12549,  0.00,  0.00
4103, 28713,  22.43615,  20.44022,  116.44872,  0.77165, -0.59055, -0.23622,  1.00,  0.05512,  0.14961, -0.98425, -1.00,  0.17583,  0.54209,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.88627,  0.11373,  0.00,  0.00
4104, 28713,  22.43615,  20.44022,  116.44872,  0.77165, -0.59055, -0.23622,  1.00,  0.05512,  0.14961, -0.98425, -1.00,  0.17583,  0.54209,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.88627,  0.11373,  0.00,  0.00
4105, 28714,  21.84085,  20.00409,  116.34245, -0.69291,  0.4252, -0.5748,  1.00,  0.04724,  0.15748, -0.98425,  1.00,  0.17082,  0.5368,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.87451,  0.12549,  0.00,  0.00
4106, 28715,  22.11621,  19.83947,  116.32346,  0.90551, -0.35433, -0.2126,  1.00,  0.02362,  0.17323, -0.98425, -1.00,  0.17082,  0.54209,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.87059,  0.12941,  0.00,  0.00
4107, 28714,  21.84085,  20.00409,  116.34245, -0.69291,  0.4252, -0.5748,  1.00,  0.04724,  0.15748, -0.98425,  1.00,  0.17082,  0.5368,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.87451,  0.12549,  0.00,  0.00
4108, 28716,  21.39438,  18.88161,  116.15443, -0.70866,  0.33858, -0.62205,  1.00,  0.00787,  0.17323, -0.98425,  1.00,  0.16736,  0.53654,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.85098,  0.14902,  0.00,  0.00
4109, 28715,  22.11621,  19.83947,  116.32346,  0.90551, -0.35433, -0.2126,  1.00,  0.02362,  0.17323, -0.98425, -1.00,  0.17082,  0.54209,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.87059,  0.12941,  0.00,  0.00
4110, 28717,  21.71367,  18.83031,  116.14661,  0.93701, -0.26772, -0.22835,  1.00,  0.00,  0.1811, -0.98425, -1.00,  0.16736,  0.54209,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.84706,  0.15294,  0.00,  0.00
4111, 28715,  22.11621,  19.83947,  116.32346,  0.90551, -0.35433, -0.2126,  1.00,  0.02362,  0.17323, -0.98425, -1.00,  0.17082,  0.54209,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.87059,  0.12941,  0.00,  0.00
4112, 28716,  21.39438,  18.88161,  116.15443, -0.70866,  0.33858, -0.62205,  1.00,  0.00787,  0.17323, -0.98425,  1.00,  0.16736,  0.53654,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.85098,  0.14902,  0.00,  0.00
4113, 28716,  21.39438,  18.88161,  116.15443, -0.70866,  0.33858, -0.62205,  1.00,  0.00787,  0.17323, -0.98425,  1.00,  0.16736,  0.53654,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.85098,  0.14902,  0.00,  0.00
4114, 28718,  19.97031,  14.0585,  115.25786, -0.94488,  0.28346, -0.16535,  1.00,  0.00,  0.20472, -0.97638,  1.00,  0.13857,  0.53804,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.77255,  0.22745,  0.00,  0.00
4115, 28717,  21.71367,  18.83031,  116.14661,  0.93701, -0.26772, -0.22835,  1.00,  0.00,  0.1811, -0.98425, -1.00,  0.16736,  0.54209,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.84706,  0.15294,  0.00,  0.00
4116, 28719,  20.55232,  14.0585,  115.25786,  0.40157,  0.2126, -0.88976,  1.00,  0.00,  0.23622, -0.9685,  1.00,  0.13857,  0.54209,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.77255,  0.22745,  0.00,  0.00
4117, 28717,  21.71367,  18.83031,  116.14661,  0.93701, -0.26772, -0.22835,  1.00,  0.00,  0.1811, -0.98425, -1.00,  0.16736,  0.54209,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.84706,  0.15294,  0.00,  0.00
4118, 28718,  19.97031,  14.0585,  115.25786, -0.94488,  0.28346, -0.16535,  1.00,  0.00,  0.20472, -0.97638,  1.00,  0.13857,  0.53804,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.77255,  0.22745,  0.00,  0.00
4119, 28718,  19.97031,  14.0585,  115.25786, -0.94488,  0.28346, -0.16535,  1.00,  0.00,  0.20472, -0.97638,  1.00,  0.13857,  0.53804,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.77255,  0.22745,  0.00,  0.00
4120, 28720,  19.97832,  13.35121,  115.06821, -0.98425,  0.0315, -0.15748,  1.00,  0.00,  0.25197, -0.9685,  1.00,  0.13285,  0.53764,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.75686,  0.24314,  0.00,  0.00
4121, 28719,  20.55232,  14.0585,  115.25786,  0.40157,  0.2126, -0.88976,  1.00,  0.00,  0.23622, -0.9685,  1.00,  0.13857,  0.54209,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.77255,  0.22745,  0.00,  0.00
4122, 28721,  20.49588,  13.35121,  115.06821, -0.62992,  0.22835, -0.74803,  1.00,  0.00,  0.24409, -0.9685,  1.00,  0.13285,  0.54209,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.75686,  0.24314,  0.00,  0.00
4123, 28719,  20.55232,  14.0585,  115.25786,  0.40157,  0.2126, -0.88976,  1.00,  0.00,  0.23622, -0.9685,  1.00,  0.13857,  0.54209,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.77255,  0.22745,  0.00,  0.00
4124, 28720,  19.97832,  13.35121,  115.06821, -0.98425,  0.0315, -0.15748,  1.00,  0.00,  0.25197, -0.9685,  1.00,  0.13285,  0.53764,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.75686,  0.24314,  0.00,  0.00
4125, 28720,  19.97832,  13.35121,  115.06821, -0.98425,  0.0315, -0.15748,  1.00,  0.00,  0.25197, -0.9685,  1.00,  0.13285,  0.53764,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.75686,  0.24314,  0.00,  0.00
4126, 28722,  19.97904,  12.11786,  114.77432, -0.99213, -0.04724, -0.09449,  1.00,  0.00,  0.22047, -0.97638,  1.00,  0.13088,  0.53737,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.72549,  0.27451,  0.00,  0.00
4127, 28721,  20.49588,  13.35121,  115.06821, -0.62992,  0.22835, -0.74803,  1.00,  0.00,  0.24409, -0.9685,  1.00,  0.13285,  0.54209,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.75686,  0.24314,  0.00,  0.00
4128, 28723,  20.44916,  12.11786,  114.77432, -0.59055,  0.14173, -0.79528,  1.00,  0.00,  0.20472, -0.97638,  1.00,  0.13088,  0.54209,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.72549,  0.27451,  0.00,  0.00
4129, 28721,  20.49588,  13.35121,  115.06821, -0.62992,  0.22835, -0.74803,  1.00,  0.00,  0.24409, -0.9685,  1.00,  0.13285,  0.54209,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.75686,  0.24314,  0.00,  0.00
4130, 28722,  19.97904,  12.11786,  114.77432, -0.99213, -0.04724, -0.09449,  1.00,  0.00,  0.22047, -0.97638,  1.00,  0.13088,  0.53737,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.72549,  0.27451,  0.00,  0.00
4131, 28722,  19.97904,  12.11786,  114.77432, -0.99213, -0.04724, -0.09449,  1.00,  0.00,  0.22047, -0.97638,  1.00,  0.13088,  0.53737,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.72549,  0.27451,  0.00,  0.00
4132, 28724,  20.26636,  9.07994,  114.18091, -0.99213, -0.08661, -0.11024,  1.00,  0.00,  0.1811, -0.98425, -1.00,  0.12399,  0.53676,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.65098,  0.34902,  0.00,  0.00
4133, 28725,  20.44916,  12.11786,  114.77432, -0.59055,  0.14173, -0.79528,  1.00,  0.00,  0.20472, -0.97638,  1.00,  0.13088,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.72549,  0.27451,  0.00,  0.00
4134, 28726,  20.66069,  9.07994,  114.18091, -0.73228,  0.06299, -0.67717,  1.00,  0.00,  0.17323, -0.98425,  1.00,  0.12399,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.65098,  0.34902,  0.00,  0.00
4135, 28725,  20.44916,  12.11786,  114.77432, -0.59055,  0.14173, -0.79528,  1.00,  0.00,  0.20472, -0.97638,  1.00,  0.13088,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.72549,  0.27451,  0.00,  0.00
4136, 28724,  20.26636,  9.07994,  114.18091, -0.99213, -0.08661, -0.11024,  1.00,  0.00,  0.1811, -0.98425, -1.00,  0.12399,  0.53676,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.65098,  0.34902,  0.00,  0.00
4137, 28724,  20.26636,  9.07994,  114.18091, -0.99213, -0.08661, -0.11024,  1.00,  0.00,  0.1811, -0.98425, -1.00,  0.12399,  0.53676,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.65098,  0.34902,  0.00,  0.00
4138, 28727,  20.49585,  7.5101,  113.92899, -0.98425, -0.14173, -0.13386,  1.00,  0.00,  0.15748, -0.98425,  1.00,  0.11931,  0.53657,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.61569,  0.38431,  0.00,  0.00
4139, 28726,  20.66069,  9.07994,  114.18091, -0.73228,  0.06299, -0.67717,  1.00,  0.00,  0.17323, -0.98425,  1.00,  0.12399,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.65098,  0.34902,  0.00,  0.00
4140, 28728,  20.89703,  7.5101,  113.92899, -0.72441, -0.00787, -0.68504,  1.00, -0.00787,  0.15748, -0.98425,  1.00,  0.11931,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.61569,  0.38431,  0.00,  0.00
4141, 28726,  20.66069,  9.07994,  114.18091, -0.73228,  0.06299, -0.67717,  1.00,  0.00,  0.17323, -0.98425,  1.00,  0.12399,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.65098,  0.34902,  0.00,  0.00
4142, 28727,  20.49585,  7.5101,  113.92899, -0.98425, -0.14173, -0.13386,  1.00,  0.00,  0.15748, -0.98425,  1.00,  0.11931,  0.53657,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.61569,  0.38431,  0.00,  0.00
4143, 28727,  20.49585,  7.5101,  113.92899, -0.98425, -0.14173, -0.13386,  1.00,  0.00,  0.15748, -0.98425,  1.00,  0.11931,  0.53657,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.61569,  0.38431,  0.00,  0.00
4144, 28729,  20.86715,  5.53416,  113.62373, -0.94488, -0.29921, -0.12598,  1.00, -0.01575,  0.13386, -0.99213, -1.00,  0.11463,  0.53657,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.57255,  0.42745,  0.00,  0.00
4145, 28728,  20.89703,  7.5101,  113.92899, -0.72441, -0.00787, -0.68504,  1.00, -0.00787,  0.15748, -0.98425,  1.00,  0.11931,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.61569,  0.38431,  0.00,  0.00
4146, 28730,  21.21071,  5.58844,  113.62063, -0.74803, -0.11811, -0.64567,  1.00, -0.04724,  0.10236, -0.99213,  1.00,  0.11463,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.57255,  0.42745,  0.00,  0.00
4147, 28728,  20.89703,  7.5101,  113.92899, -0.72441, -0.00787, -0.68504,  1.00, -0.00787,  0.15748, -0.98425,  1.00,  0.11931,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.61569,  0.38431,  0.00,  0.00
4148, 28729,  20.86715,  5.53416,  113.62373, -0.94488, -0.29921, -0.12598,  1.00, -0.01575,  0.13386, -0.99213, -1.00,  0.11463,  0.53657,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.57255,  0.42745,  0.00,  0.00
4149, 28729,  20.86715,  5.53416,  113.62373, -0.94488, -0.29921, -0.12598,  1.00, -0.01575,  0.13386, -0.99213, -1.00,  0.11463,  0.53657,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.57255,  0.42745,  0.00,  0.00
4150, 28731,  21.46323,  4.51087,  113.51877, -0.75591, -0.64567, -0.11811,  1.00, -0.05512,  0.06299, -1.00,  1.00,  0.11119,  0.53657,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.54902,  0.45098,  0.00,  0.00
4151, 28730,  21.21071,  5.58844,  113.62063, -0.74803, -0.11811, -0.64567,  1.00, -0.04724,  0.10236, -0.99213,  1.00,  0.11463,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.57255,  0.42745,  0.00,  0.00
4152, 28732,  21.72602,  4.67062,  113.50856, -0.61417, -0.45669, -0.64567,  1.00, -0.08661,  0.0315, -0.99213,  1.00,  0.11119,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.55294,  0.44706,  0.00,  0.00
4153, 28730,  21.21071,  5.58844,  113.62063, -0.74803, -0.11811, -0.64567,  1.00, -0.04724,  0.10236, -0.99213,  1.00,  0.11463,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.57255,  0.42745,  0.00,  0.00
4154, 28731,  21.46323,  4.51087,  113.51877, -0.75591, -0.64567, -0.11811,  1.00, -0.05512,  0.06299, -1.00,  1.00,  0.11119,  0.53657,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.54902,  0.45098,  0.00,  0.00
4155, 28731,  21.46323,  4.51087,  113.51877, -0.75591, -0.64567, -0.11811,  1.00, -0.05512,  0.06299, -1.00,  1.00,  0.11119,  0.53657,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.54902,  0.45098,  0.00,  0.00
4156, 28733,  22.57654,  3.57116,  113.42458, -0.44882, -0.88976, -0.11811,  1.00, -0.06299, -0.01575, -1.00,  1.00,  0.10659,  0.53698,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.52941,  0.47059,  0.00,  0.00
4157, 28732,  21.72602,  4.67062,  113.50856, -0.61417, -0.45669, -0.64567,  1.00, -0.08661,  0.0315, -0.99213,  1.00,  0.11119,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.55294,  0.44706,  0.00,  0.00
4158, 28734,  22.68859,  3.86757,  113.40366, -0.37795, -0.66142, -0.65354,  1.00, -0.05512, -0.05512, -1.00,  1.00,  0.10659,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.53333,  0.46667,  0.00,  0.00
4159, 28732,  21.72602,  4.67062,  113.50856, -0.61417, -0.45669, -0.64567,  1.00, -0.08661,  0.0315, -0.99213,  1.00,  0.11119,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.55294,  0.44706,  0.00,  0.00
4160, 28733,  22.57654,  3.57116,  113.42458, -0.44882, -0.88976, -0.11811,  1.00, -0.06299, -0.01575, -1.00,  1.00,  0.10659,  0.53698,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.52941,  0.47059,  0.00,  0.00
4161, 28733,  22.57654,  3.57116,  113.42458, -0.44882, -0.88976, -0.11811,  1.00, -0.06299, -0.01575, -1.00,  1.00,  0.10659,  0.53698,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.52941,  0.47059,  0.00,  0.00
4162, 28735,  23.55075,  3.45359,  113.41827,  0.00, -0.99213, -0.11811,  1.00,  0.00, -0.07087, -1.00, -1.00,  0.10329,  0.5375,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.52941,  0.47059,  0.00,  0.00
4163, 28734,  22.68859,  3.86757,  113.40366, -0.37795, -0.66142, -0.65354,  1.00, -0.05512, -0.05512, -1.00,  1.00,  0.10659,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.53333,  0.46667,  0.00,  0.00
4164, 28736,  23.55075,  3.7528,  113.3965,  0.00, -0.80315, -0.59843,  1.00,  0.00, -0.07087, -1.00, -1.00,  0.10329,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.53333,  0.46667,  0.00,  0.00
4165, 28734,  22.68859,  3.86757,  113.40366, -0.37795, -0.66142, -0.65354,  1.00, -0.05512, -0.05512, -1.00,  1.00,  0.10659,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.53333,  0.46667,  0.00,  0.00
4166, 28735,  23.55075,  3.45359,  113.41827,  0.00, -0.99213, -0.11811,  1.00,  0.00, -0.07087, -1.00, -1.00,  0.10329,  0.5375,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.52941,  0.47059,  0.00,  0.00
4167, 28736,  23.55075,  3.7528,  113.3965,  0.00, -0.80315, -0.59843,  1.00,  0.00, -0.07087, -1.00, -1.00,  0.10329,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.53333,  0.46667,  0.00,  0.00
4168, 28735,  23.55075,  3.45359,  113.41827,  0.00, -0.99213, -0.11811,  1.00,  0.00, -0.07087, -1.00, -1.00,  0.10329,  0.5375,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.52941,  0.47059,  0.00,  0.00
4169, 28737,  24.41291,  3.86757,  113.40366,  0.37795, -0.66142, -0.65354,  1.00,  0.05512, -0.05512, -1.00, -1.00,  0.0999,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.53333,  0.46667,  0.00,  0.00
4170, 28737,  24.41291,  3.86757,  113.40366,  0.37795, -0.66142, -0.65354,  1.00,  0.05512, -0.05512, -1.00, -1.00,  0.0999,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.53333,  0.46667,  0.00,  0.00
4171, 28735,  23.55075,  3.45359,  113.41827,  0.00, -0.99213, -0.11811,  1.00,  0.00, -0.07087, -1.00, -1.00,  0.10329,  0.5375,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.52941,  0.47059,  0.00,  0.00
4172, 28738,  24.52497,  3.57116,  113.42458,  0.44882, -0.88976, -0.11024,  1.00,  0.06299, -0.01575, -1.00, -1.00,  0.0999,  0.53798,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.52941,  0.47059,  0.00,  0.00
4173, 28737,  24.41291,  3.86757,  113.40366,  0.37795, -0.66142, -0.65354,  1.00,  0.05512, -0.05512, -1.00, -1.00,  0.0999,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.53333,  0.46667,  0.00,  0.00
4174, 28738,  24.52497,  3.57116,  113.42458,  0.44882, -0.88976, -0.11024,  1.00,  0.06299, -0.01575, -1.00, -1.00,  0.0999,  0.53798,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.52941,  0.47059,  0.00,  0.00
4175, 28739,  25.37548,  4.67062,  113.50856,  0.61417, -0.45669, -0.64567,  1.00,  0.08661,  0.0315, -0.99213, -1.00,  0.09515,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.55294,  0.44706,  0.00,  0.00
4176, 28739,  25.37548,  4.67062,  113.50856,  0.61417, -0.45669, -0.64567,  1.00,  0.08661,  0.0315, -0.99213, -1.00,  0.09515,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.55294,  0.44706,  0.00,  0.00
4177, 28738,  24.52497,  3.57116,  113.42458,  0.44882, -0.88976, -0.11024,  1.00,  0.06299, -0.01575, -1.00, -1.00,  0.0999,  0.53798,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.52941,  0.47059,  0.00,  0.00
4178, 28740,  25.63827,  4.51087,  113.51877,  0.75591, -0.64567, -0.11024,  1.00,  0.05512,  0.06299, -1.00,  1.00,  0.09515,  0.5375,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.54902,  0.45098,  0.00,  0.00
4179, 28739,  25.37548,  4.67062,  113.50856,  0.61417, -0.45669, -0.64567,  1.00,  0.08661,  0.0315, -0.99213, -1.00,  0.09515,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.55294,  0.44706,  0.00,  0.00
4180, 28740,  25.63827,  4.51087,  113.51877,  0.75591, -0.64567, -0.11024,  1.00,  0.05512,  0.06299, -1.00,  1.00,  0.09515,  0.5375,  1.00,  1.00,  1.00,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.54902,  0.45098,  0.00,  0.00
4181, 28741,  25.8908,  5.58844,  113.62063,  0.74803, -0.11811, -0.64567,  1.00,  0.04724,  0.10236, -0.99213, -1.00,  0.08896,  0.54209,  1.00,  1.00,  0.89804,  0.80,  1.00,  0.49804, 3, 2, 0, 0,  0.57255,  0.42745,  0.00,  0.00
